"Municipalidad","PIA","PIM","Certificación","Compromiso Anual","Atención de Compromiso Mensual","Devengado","Girado","avance","periodo","PROVINCIA"
"MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO",1085978,3383531,3219508,2802714,2802685,2802685,2707627,82.8,2019,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE PACCHO",1151439,3245593,3082256,2620702,2174426,2174426,2174426,67,2019,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA LEONOR",1435133,2731887,2161592,2087647,2087527,2087527,2087527,76.4,2019,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA",14067629,15205010,12880598,12775562,12755105,12755105,12754992,83.9,2019,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SAYAN",10253696,19946126,18160340,17085981,14969919,14969919,14961435,75.1,2019,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE VEGUETA",8709797,14774962,9768369,9659672,9656932,9023867,9019649,61.1,2019,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD PROVINCIAL DE OYON",13906649,26237781,23116037,16437063,15383545,14221058,13618594,54.2,2019,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE ANDAJES",831859,1898558,1774147,1717439,1717439,1717219,1713192,90.4,2019,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE CAUJUL",763278,1662492,1569958,1507092,1503016,1406759,1190332,84.6,2019,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE COCHAMARCA",11494692,15634492,15180957,15158346,15136265,7118522,7115680,45.5,2019,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE NAVAN",944805,1603725,1390452,1310138,1298179,1298179,1298179,80.9,2019,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE PACHANGARA",2500967,9846175,9181413,8071810,8042870,7876319,7829714,80,2019,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD PROVINCIAL DE YAUYOS",12580779,28840493,24560523,16660098,15051993,12036334,12033374,41.7,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE ALIS",2544143,3270344,2747030,2512039,2509039,2509039,2508039,76.7,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAUCA",41686472,43871228,41862942,41135729,41123981,29828642,29798264,68,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAVIRI",668066,787766,627532,620747,620747,620747,620747,78.8,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AZANGARO",626378,2150939,1665348,1513675,1478624,1478624,1478624,68.7,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CACRA",2834451,3644535,3398206,1384794,1377918,1376988,1376988,37.8,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CARANIA",599799,3728891,1128036,1057858,1057858,1057858,1057858,28.4,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CATAHUASI",897909,2089317,1893394,777242,771698,771698,769964,36.9,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CHOCOS",1037145,1796179,1547749,1015407,1015407,1015407,1015407,56.5,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COCHAS",772293,1360933,1227456,833262,833262,833262,833262,61.2,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COLONIA",2700167,2850581,2555997,2555997,1268131,1268131,1265280,44.5,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HONGOS",611973,1052410,1027268,980868,973050,971586,971586,92.3,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAMPARA",450817,726449,442685,442685,437884,437884,437884,60.3,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANCAYA",1117057,4789461,4572042,3685399,3645461,3642911,3539615,76.1,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANGASCAR",687000,982963,935129,727234,725032,725032,725032,73.8,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANTAN",1176452,2852379,2537249,1166078,1166078,1166078,1146792,40.9,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAÑEC",577340,2352063,2020954,2020954,2020954,2020954,2020954,85.9,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LARAOS",2480011,3523201,3074060,3037273,3001706,2998581,2987001,85.1,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LINCHA",918219,978785,801811,801811,801811,777775,777775,79.5,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE MADEAN",794898,975216,672620,672620,672620,672620,672620,69,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE OMAS",642024,992343,832076,813662,813262,813262,813262,82,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PUTINZA",657951,712911,698176,698176,689384,689384,687663,96.7,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINCHES",782340,898305,628204,628204,628204,628204,627736,69.9,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINOCAY",646976,858735,698822,698122,690885,690885,690885,80.5,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN",589146,935874,914971,914971,914741,914741,914741,97.7,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS",545751,1011313,732698,732437,732087,732087,731259,72.4,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TANTA",788337,1274619,1098436,1098436,1098436,1098436,1098436,86.2,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TAURIPAMPA",611413,1028414,810161,810161,810161,810161,810161,78.8,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TOMAS",2113229,6725678,6636249,6437313,1630092,1630092,1630092,24.2,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TUPE",770132,1076911,961050,939980,911894,906947,896815,84.2,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VIÑAC",1332790,1523669,1442053,1441522,1421222,1398045,1397421,91.8,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VITIS",752476,1233258,1211701,1192164,989090,941226,938726,76.3,2019,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD METROPOLITANA DE LIMA",1755588535,3380676505,3040865593,2731939770,2732060677,2542034173,2539925309,75.2,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ANCON",18809568,48765237,44340754,35645356,29203626,29122497,29119247,59.7,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ATE - VITARTE",177444555,314230074,303676643,281734103,267887721,260475651,260450309,82.9,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BARRANCO",30253503,39768921,38123067,31914726,28002323,27655407,21981243,69.5,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BREÑA",29841413,51276436,44514537,43465932,43214023,42003668,41998873,81.9,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CARABAYLLO",65530664,106140665,101803480,89542480,81284646,75888501,75887549,71.5,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHACLACAYO",19634240,30876917,26327323,22689304,22546167,22066228,21436920,71.5,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHORRILLOS",103359474,121134752,107734016,97541087,95499915,95495673,95395217,78.8,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CIENEGUILLA",21178067,28623577,26833958,26433225,26248605,24110490,24109690,84.2,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE COMAS",107361196,145457480,120863309,113895776,99357230,99355830,99343792,68.3,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE EL AGUSTINO",36311604,64408646,55977745,46341813,45752592,44509073,44279039,69.1,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA",49887726,77635796,69758870,62615827,60347138,59211768,58293120,76.3,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE JESUS MARIA",69864793,80350749,78955613,76897632,76463675,72885118,72866686,90.7,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA MOLINA",130226550,180301459,161254238,127851570,127651495,127651495,127619803,70.8,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA VICTORIA",89857261,123781859,114678751,99019048,91869554,87447850,87441208,70.6,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LINCE",32230166,48042780,40492391,39998532,39414837,38764579,38763386,80.7,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LOS OLIVOS",76761082,97782884,90449843,86780381,84285299,77421762,77411762,79.2,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)",77762816,106345242,96336095,84868078,84112317,83206626,82231884,78.2,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIN",59384356,80233571,58434535,57830876,57003756,56756710,56693052,70.7,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR",42040325,69907172,69249527,61367957,58068544,49876812,46126247,71.3,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE",40163681,46002350,40883444,39384618,38821363,36171804,36171804,78.6,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",199320970,227623191,224504758,216314907,216157570,216157158,215711099,95,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",199320970,227623191,224504758,216314907,216157570,216157158,215711099,95,2018,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PACHACAMAC",52259833,73072335,54614737,48638284,47600501,43488604,43465571,59.5,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUCUSANA",11009655,15113259,14499055,13142863,12780578,12780408,12780408,84.6,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA",87085767,164269271,157045457,151598306,150861332,125095962,123389448,76.2,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA",12305597,17372637,16575265,15565807,15563363,15563363,15563363,89.6,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA",8025070,10856767,9131868,8181072,8084876,8076832,7901379,74.4,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE RIMAC",29189119,60060639,57259999,44844071,43321296,41588925,38899156,69.2,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLO",9215171,12362351,9855192,9384281,9249061,9140390,9010571,73.9,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BORJA",111418740,124823413,112081497,108310947,108038279,102989158,102866757,82.5,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN ISIDRO",221529807,252874501,245323794,236945662,225892683,225881282,225881268,89.3,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO",165843518,221157253,198462851,190912649,186648973,186638594,186405324,84.4,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES",78376776,113338345,102233863,85700140,82543055,71258922,71188709,62.9,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",26160754,29512109,27880271,25988301,22862011,21179169,19407769,71.8,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",26160754,29512109,27880271,25988301,22862011,21179169,19407769,71.8,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES",107646863,168870036,155744062,148698679,148143066,148073393,148068393,87.7,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL",87242327,90106670,86651986,85119211,82152402,71922431,71922031,79.8,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ANITA",48379497,94264368,88220974,85088806,77772067,77726505,77705563,82.5,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR",6588638,9082688,7052224,6162604,5757953,5755234,5673529,63.4,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA",6815080,9090019,8438899,8004782,7705751,7702194,7699375,84.7,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO",254753756,298191681,271117307,257414388,257414388,257413393,255840481,86.3,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SURQUILLO",42542267,51015067,48186737,43757249,43738917,43160013,42412611,84.6,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR",83244409,123830894,116143199,95231796,88920742,88083155,88055731,71.1,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO",69717431,99947603,95579384,85842782,78051935,69869344,69402618,69.9,2018,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD PROVINCIAL DE BARRANCA",26978866,39830694,35100819,32893728,32686586,31122370,29911331,78.1,2018,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PARAMONGA",6649984,10355160,9353950,7819581,7717188,7717188,7717188,74.5,2018,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PATIVILCA",5107721,6521942,5157790,4980131,4978435,4974562,4907179,76.3,2018,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE",8827474,13083388,10760874,9801348,8682165,8682165,8682165,66.4,2018,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE PUERTO",3932836,5564326,4864791,4636259,3874054,3869832,3858254,69.5,2018,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD PROVINCIAL DE CAJATAMBO",1518136,5032764,4621497,4396769,4395629,3017933,2984612,60,2018,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE COPA",631228,1144039,977006,972973,972973,958527,958527,83.8,2018,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE GORGOR",901120,1410160,1341814,1341754,1341744,1341744,1341271,95.1,2018,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE HUANCAPON",527198,1107715,916392,862765,793918,793918,792098,71.7,2018,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE MANAS",711702,1985021,1639548,1632063,1612403,1612403,1612223,81.2,2018,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD PROVINCIAL DE CANTA",2742464,4687939,4252932,4140520,3989561,3965471,3965471,84.6,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE ARAHUAY",563500,1318381,1217888,799765,798859,798855,798855,60.6,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAMANTANGA",705133,1546891,1319043,774068,773768,773486,771889,50,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAROS",664528,1401832,887566,746023,745386,745386,745386,53.2,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE LACHAQUI",558000,11430251,11327304,7123014,7123014,7123014,7123014,62.3,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA",517000,808145,707413,706412,704173,704040,703176,87.1,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES",2963536,19892750,18633443,15430392,15064951,13724002,13695496,69,2018,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE",40652161,57793709,48296446,41570347,41498137,39701593,39691680,68.7,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ASIA",22768481,38702517,35886716,31843320,27179733,26483874,25752553,68.4,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CALANGO",1554097,3173109,2854995,2758984,2757063,2682644,2682644,84.5,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CERRO AZUL",7354981,11539655,10541425,9804241,9733214,9439883,9282646,81.8,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CHILCA",14216431,36309002,30584276,29911928,27975633,27283198,27245930,75.1,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE COAYLLO",2409672,4949378,3691078,3208766,1742666,1742666,1742666,35.2,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE IMPERIAL",9504043,14787831,12669144,11994830,11100881,11045699,11045699,74.7,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE LUNAHUANA",2136953,4957342,4122882,3919405,3917785,3917785,3914492,79,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE MALA",14591221,22718067,21222716,16808025,16761736,16760761,16586130,73.8,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL",7679732,28466007,25820252,25759103,25607067,24294268,24266922,85.3,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE PACARAN",983935,8362998,8058176,2065624,2065624,2065624,2065624,24.7,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE QUILMANA",5863262,10966083,9677877,9541249,9389097,9052169,8626953,82.5,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES",3014800,7039894,6270052,5333907,5312757,5297298,5297298,75.2,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ZUÑIGA",1500636,2545249,2497404,2381168,2265492,2257174,2245258,88.7,2018,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD PROVINCIAL DE HUARAL",41389377,129272778,125948650,71809995,64969138,55414384,55414384,42.9,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO",693752,1938767,1753659,1432642,1432642,1432642,1421100,73.9,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO",705965,3723403,3469984,3353625,3080588,2491695,2490995,66.9,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE AUCALLAMA",7955744,13761576,12438400,12106877,11129945,10951258,10792453,79.6,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE CHANCAY",19411374,56256700,53155973,53069661,53069661,53069661,43538749,94.3,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE IHUARI",1311537,5131541,4067496,2492948,2479221,2448218,2440017,47.7,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE LAMPIAN",450868,839419,745174,739205,739205,739205,739205,88.1,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE PACARAOS",932680,2204423,2184287,2184257,2184257,2184257,2184257,99.1,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS",510419,1031089,877027,863010,863010,863005,862675,83.7,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA",1694899,3476286,3304400,3279760,3275732,3275732,3271592,94.2,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SUMBILCA",730744,2866539,2768157,2765569,2765569,2765569,2765569,96.5,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE",492670,1374076,1138658,999514,999514,999514,998846,72.7,2018,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA",10968409,28607353,25239690,22518850,22458297,22458297,22457697,78.5,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE ANTIOQUIA",751733,3180571,2844173,2841673,2841673,2841673,2788446,89.3,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",1695104,3032479,2884074,2849374,2788037,2776956,2720881,91.6,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CARAMPOMA",1466130,2943514,2654380,2574866,2573598,2557141,2514122,86.9,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CHICLA",4719448,13101730,12909125,12373984,10065695,9725265,9396443,74.2,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA",607627,802527,754610,743133,743123,743123,742741,92.6,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA",1385129,3472237,3187151,3181185,3181185,3181185,3181185,91.6,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUANZA",1418003,3005630,2264715,2254206,2254206,2254206,2254206,75,2018,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
