"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
021303,ÁNCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,100.0,97.4,34,5,0,0,86.8,13.2,0.0,0.0,34,5,0,0,86.8,13.2,0.0,0.0
021304,ÁNCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,100.0,96.6,22,6,1,0,75.9,20.7,3.4,0.0,23,6,0,0,79.3,20.7,0.0,0.0
021305,ÁNCASH,MARISCAL LUZURIAGA,LLAMA,100.0,100.0,1,3,1,0,20.0,60.0,20.0,0.0,0,4,1,0,0.0,80.0,20.0,0.0
021307,ÁNCASH,MARISCAL LUZURIAGA,LUCMA,100.0,100.0,10,14,7,0,32.3,45.2,22.6,0.0,10,11,9,1,32.3,35.5,29.0,3.2
021401,ÁNCASH,OCROS,OCROS,100.0,100.0,1,3,5,4,7.7,23.1,38.5,30.8,0,3,9,1,0.0,23.1,69.2,7.7
021403,ÁNCASH,OCROS,CAJAMARQUILLA,100.0,87.5,3,3,1,0,42.9,42.9,14.3,0.0,3,2,2,0,42.9,28.6,28.6,0.0
021405,ÁNCASH,OCROS,COCHAS,100.0,94.4,5,7,6,1,25.6,37.8,31.1,5.6,2,7,7,2,12.2,38.9,37.8,11.1
021406,ÁNCASH,OCROS,CONGAS,100.0,100.0,0,3,5,4,0.0,25.0,41.7,33.3,0,3,6,3,0.0,25.0,50.0,25.0
021409,ÁNCASH,OCROS,SAN PEDRO,100.0,100.0,0,2,4,0,0.0,33.3,66.7,0.0,0,5,1,0,0.0,83.3,16.7,0.0
021410,ÁNCASH,OCROS,SANTIAGO DE CHILCAS,100.0,100.0,4,8,1,2,26.7,53.3,6.7,13.3,5,4,5,1,33.3,26.7,33.3,6.7
021501,ÁNCASH,PALLASCA,CABANA,100.0,95.8,2,4,13,29,4.2,8.5,26.1,61.2,4,0,7,37,8.3,0.0,15.2,76.5
021502,ÁNCASH,PALLASCA,BOLOGNESI,100.0,100.0,6,4,9,1,30.0,20.0,45.0,5.0,9,4,7,0,45.0,20.0,35.0,0.0
021503,ÁNCASH,PALLASCA,CONCHUCOS,100.0,98.6,43,64,74,36,19.7,29.7,34.0,16.6,45,54,83,34,21.0,24.9,38.3,15.9
021504,ÁNCASH,PALLASCA,HUACASCHUQUE,100.0,94.4,3,7,6,1,17.2,41.4,35.4,6.1,5,5,5,2,28.8,29.3,29.8,12.1
021505,ÁNCASH,PALLASCA,HUANDOVAL,100.0,100.0,0,3,2,11,0.0,18.8,12.5,68.8,0,0,5,11,0.0,0.0,31.3,68.8
021506,ÁNCASH,PALLASCA,LACABAMBA,100.0,100.0,0,4,4,2,0.0,40.0,40.0,20.0,0,0,5,5,0.0,0.0,50.0,50.0
021507,ÁNCASH,PALLASCA,LLAPO,100.0,100.0,0,1,7,5,0.0,7.7,53.8,38.5,0,3,7,3,0.0,23.1,53.8,23.1
021508,ÁNCASH,PALLASCA,PALLASCA,100.0,96.5,8,17,22,11,13.1,29.2,38.0,19.6,10,15,29,3,17.0,26.9,50.9,5.3
021509,ÁNCASH,PALLASCA,PAMPAS,100.0,98.9,13,28,30,21,13.8,30.8,32.6,22.8,7,31,33,21,8.0,33.3,35.9,22.8
021510,ÁNCASH,PALLASCA,SANTA ROSA,100.0,83.3,0,3,6,4,0.0,22.2,47.2,30.6,0,2,6,5,0.0,13.9,47.2,38.9
021511,ÁNCASH,PALLASCA,TAUCA,100.0,100.0,3,15,19,8,6.7,33.3,42.2,17.8,6,13,24,2,13.3,28.9,53.3,4.4
021604,ÁNCASH,POMABAMBA,QUINUABAMBA,100.0,100.0,5,0,1,0,83.3,0.0,16.7,0.0,4,1,1,0,66.7,16.7,16.7,0.0
021701,ÁNCASH,RECUAY,RECUAY,100.0,100.0,6,23,20,19,8.3,34.3,29.4,28.0,6,22,28,12,9.3,31.9,41.2,17.7
021702,ÁNCASH,RECUAY,CATAC,100.0,96.7,8,30,12,10,13.6,49.2,20.3,16.8,8,21,23,9,13.6,34.0,37.3,15.1
021703,ÁNCASH,RECUAY,COTAPARACO,100.0,100.0,0,2,0,3,0.0,40.0,0.0,60.0,0,2,1,2,0.0,40.0,20.0,40.0
021704,ÁNCASH,RECUAY,HUAYLLAPAMPA,100.0,100.0,1,3,2,0,16.7,50.0,33.3,0.0,0,3,3,0,0.0,50.0,50.0,0.0
021705,ÁNCASH,RECUAY,LLACLLIN,100.0,100.0,1,6,7,1,6.7,40.0,46.7,6.7,1,2,11,1,6.7,13.3,73.3,6.7
021706,ÁNCASH,RECUAY,MARCA,100.0,100.0,1,3,3,1,12.5,37.5,37.5,12.5,2,0,5,1,25.0,0.0,62.5,12.5
021708,ÁNCASH,RECUAY,PARARIN,100.0,100.0,5,3,5,1,35.7,21.4,35.7,7.1,2,6,4,2,14.3,42.9,28.6,14.3
021709,ÁNCASH,RECUAY,TAPACOCHA,100.0,100.0,3,4,0,0,42.9,57.1,0.0,0.0,4,2,1,0,57.1,28.6,14.3,0.0
021710,ÁNCASH,RECUAY,TICAPAMPA,100.0,100.0,2,3,13,16,5.9,8.8,38.2,47.1,1,3,10,20,2.9,8.8,29.4,58.8
021801,ÁNCASH,SANTA,CHIMBOTE,100.0,95.4,140,757,1177,1028,4.5,24.4,38.0,33.1,180,658,1518,745,5.8,21.2,49.0,24.0
021802,ÁNCASH,SANTA,CACERES DEL PERU,100.0,94.7,25,27,18,5,32.9,36.1,24.1,6.9,18,30,23,5,23.7,39.3,29.8,7.2
021803,ÁNCASH,SANTA,COISHCO,100.0,96.8,13,58,113,64,5.2,23.5,45.5,25.7,15,65,110,58,6.1,26.1,44.5,23.3
021804,ÁNCASH,SANTA,MACATE,100.0,100.0,11,7,5,0,47.8,30.4,21.7,0.0,11,6,5,1,47.8,26.1,21.7,4.3
021805,ÁNCASH,SANTA,MORO,100.0,94.9,13,40,44,20,11.1,33.9,37.9,17.1,14,44,54,4,12.4,37.8,46.3,3.6
021806,ÁNCASH,SANTA,NEPEÑA,100.0,97.3,22,72,96,70,8.3,27.8,36.9,27.1,23,59,109,69,8.7,22.8,42.0,26.5
021807,ÁNCASH,SANTA,SAMANCO,100.0,98.3,2,12,24,22,3.5,20.5,39.8,36.2,2,12,35,11,3.4,19.1,58.7,18.8
021808,ÁNCASH,SANTA,SANTA,100.0,97.0,48,190,224,168,7.6,30.2,35.6,26.7,52,131,305,140,8.3,20.9,48.5,22.3
021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,98.5,96.8,68,469,933,977,2.8,19.1,38.1,39.9,117,454,1184,692,4.8,18.6,48.4,28.3
021901,ÁNCASH,SIHUAS,SIHUAS,100.0,98.1,10,42,30,21,9.7,40.6,29.0,20.6,6,37,45,16,6.1,35.4,42.9,15.6
021902,ÁNCASH,SIHUAS,ACOBAMBA,100.0,100.0,18,18,7,1,40.9,40.9,15.9,2.3,19,15,8,2,43.2,34.1,18.2,4.5
021903,ÁNCASH,SIHUAS,ALFONSO UGARTE,100.0,100.0,0,4,2,0,0.0,66.7,33.3,0.0,1,3,2,0,16.7,50.0,33.3,0.0
021904,ÁNCASH,SIHUAS,CASHAPAMPA,100.0,97.5,18,17,5,0,43.9,43.2,12.9,0.0,12,20,8,0,30.8,48.9,20.3,0.0
021905,ÁNCASH,SIHUAS,CHINGALPO,100.0,93.8,1,8,5,2,7.5,47.5,32.5,12.5,4,4,7,1,22.5,27.5,43.8,6.3
021906,ÁNCASH,SIHUAS,HUAYLLABAMBA,100.0,100.0,14,14,2,1,45.2,45.2,6.5,3.2,15,13,2,1,48.4,41.9,6.5,3.2
021907,ÁNCASH,SIHUAS,QUICHES,100.0,100.0,13,22,8,0,30.2,51.2,18.6,0.0,13,18,12,0,30.2,41.9,27.9,0.0
021908,ÁNCASH,SIHUAS,RAGASH,100.0,95.7,17,21,9,0,36.4,44.9,18.7,0.0,17,17,12,1,36.2,36.0,25.1,2.7
021909,ÁNCASH,SIHUAS,SAN JUAN,100.0,100.0,39,25,9,1,52.7,33.8,12.2,1.4,45,24,4,1,60.8,32.4,5.4,1.4
022001,ÁNCASH,YUNGAY,YUNGAY,100.0,95.6,56,133,116,61,15.3,36.3,31.6,16.7,53,115,124,75,14.6,31.3,33.7,20.4
022002,ÁNCASH,YUNGAY,CASCAPARA,100.0,97.6,26,11,5,0,61.6,26.4,12.1,0.0,27,9,6,0,63.8,21.8,14.5,0.0
022003,ÁNCASH,YUNGAY,MANCOS,100.0,98.0,24,52,18,4,24.2,53.0,18.7,4.2,22,44,29,3,22.1,44.9,29.8,3.1
022004,ÁNCASH,YUNGAY,MATACOTO,100.0,100.0,0,9,9,3,0.0,42.9,42.9,14.3,2,7,9,3,9.5,33.3,42.9,14.3
022005,ÁNCASH,YUNGAY,QUILLO,100.0,97.0,69,62,28,10,40.6,36.8,16.8,5.7,61,59,21,28,36.3,35.0,12.2,16.5
022006,ÁNCASH,YUNGAY,RANRAHIRCA,100.0,96.7,4,10,11,4,13.5,34.4,38.2,13.9,11,4,13,2,37.6,13.6,41.8,7.0
022007,ÁNCASH,YUNGAY,SHUPLUY,100.0,100.0,20,4,4,0,71.4,14.3,14.3,0.0,19,5,4,0,67.9,17.9,14.3,0.0
022008,ÁNCASH,YUNGAY,YANAMA,100.0,98.6,55,47,30,15,37.4,31.7,20.5,10.4,52,52,25,18,35.3,35.1,17.2,12.4
030101,APURÍMAC,ABANCAY,ABANCAY,100.0,98.6,71,244,437,542,5.5,18.9,33.8,41.9,86,205,528,475,6.6,15.8,40.8,36.7
030102,APURÍMAC,ABANCAY,CHACOCHE,100.0,100.0,5,8,10,3,19.2,30.8,38.5,11.5,3,7,13,3,11.5,26.9,50.0,11.5
030103,APURÍMAC,ABANCAY,CIRCA,100.0,100.0,1,7,3,0,9.1,63.6,27.3,0.0,4,4,3,0,36.4,36.4,27.3,0.0
030104,APURÍMAC,ABANCAY,CURAHUASI,100.0,97.3,117,115,56,42,35.5,34.8,17.1,12.7,131,94,78,27,39.6,28.6,23.6,8.2
030105,APURÍMAC,ABANCAY,HUANIPACA,100.0,100.0,1,15,11,3,3.3,50.0,36.7,10.0,8,9,11,2,26.7,30.0,36.7,6.7
030106,APURÍMAC,ABANCAY,LAMBRAMA,100.0,100.0,8,4,3,0,53.3,26.7,20.0,0.0,7,4,4,0,46.7,26.7,26.7,0.0
030108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,100.0,100.0,19,25,18,5,28.3,37.1,27.1,7.5,17,22,23,5,25.3,33.0,34.4,7.4
030109,APURÍMAC,ABANCAY,TAMBURCO,100.0,98.5,11,16,21,17,16.4,24.0,33.0,26.7,8,14,20,23,11.6,21.0,31.4,36.0
030201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,100.0,98.4,111,221,298,249,12.6,25.2,34.0,28.3,97,191,339,252,11.0,21.7,38.6,28.7
030202,APURÍMAC,ANDAHUAYLAS,ANDARAPA,100.0,98.0,21,22,3,2,43.6,45.1,6.8,4.5,21,11,15,1,43.6,22.7,31.4,2.2
030203,APURÍMAC,ANDAHUAYLAS,CHIARA,100.0,100.0,4,6,1,0,36.4,54.5,9.1,0.0,5,5,1,0,45.5,45.5,9.1,0.0
030204,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,100.0,100.0,5,7,5,3,25.0,35.0,25.0,15.0,1,7,7,5,5.0,35.0,35.0,25.0
030205,APURÍMAC,ANDAHUAYLAS,HUANCARAY,100.0,97.0,29,20,11,6,44.5,30.3,16.0,9.3,23,24,14,5,34.7,37.0,20.5,7.8
030206,APURÍMAC,ANDAHUAYLAS,HUAYANA,100.0,100.0,5,2,3,0,50.0,20.0,30.0,0.0,4,3,2,1,40.0,30.0,20.0,10.0
030207,APURÍMAC,ANDAHUAYLAS,KISHUARA,100.0,93.6,33,30,11,5,41.7,38.0,13.6,6.6,39,21,15,3,50.0,26.6,19.6,3.8
030208,APURÍMAC,ANDAHUAYLAS,PACOBAMBA,100.0,100.0,3,1,1,0,60.0,20.0,20.0,0.0,3,1,1,0,60.0,20.0,20.0,0.0
030209,APURÍMAC,ANDAHUAYLAS,PACUCHA,100.0,100.0,15,29,29,12,17.6,34.1,34.1,14.1,13,18,42,12,15.3,21.2,49.4,14.1
030210,APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,100.0,100.0,13,24,3,1,31.7,58.5,7.3,2.4,8,22,10,1,19.5,53.7,24.4,2.4
030211,APURÍMAC,ANDAHUAYLAS,POMACOCHA,100.0,96.2,12,8,5,1,45.8,29.2,20.8,4.2,15,8,3,0,58.3,29.2,12.5,0.0
030213,APURÍMAC,ANDAHUAYLAS,SAN JERONIMO,100.0,99.1,99,150,106,70,23.3,35.2,25.0,16.4,91,125,152,58,21.3,29.4,35.7,13.6
030214,APURÍMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,100.0,100.0,4,9,8,0,19.0,42.9,38.1,0.0,3,9,9,0,14.3,42.9,42.9,0.0
030215,APURÍMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,100.0,98.6,41,77,22,5,28.2,53.2,15.0,3.6,61,41,34,9,42.2,28.2,23.3,6.3
030216,APURÍMAC,ANDAHUAYLAS,TALAVERA,100.0,98.9,47,142,93,71,13.4,40.1,26.4,20.0,60,108,134,51,17.0,30.5,37.9,14.6
030218,APURÍMAC,ANDAHUAYLAS,TURPO,100.0,100.0,8,14,1,2,32.0,56.0,4.0,8.0,6,6,13,0,24.0,24.0,52.0,0.0
030219,APURÍMAC,ANDAHUAYLAS,KAQUIABAMBA,100.0,90.9,6,2,3,0,50.0,20.0,30.0,0.0,7,3,1,0,60.0,30.0,10.0,0.0
030220,APURÍMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,100.0,100.0,31,41,9,0,37.7,50.8,11.5,0.0,22,31,24,4,27.5,38.1,29.3,5.1
030301,APURÍMAC,ANTABAMBA,ANTABAMBA,100.0,98.2,4,21,13,18,7.3,36.8,23.6,32.3,6,12,23,14,11.4,22.1,41.4,25.0
030302,APURÍMAC,ANTABAMBA,EL ORO,100.0,100.0,0,4,2,4,0.0,40.0,20.0,40.0,0,2,5,3,0.0,20.0,50.0,30.0
030303,APURÍMAC,ANTABAMBA,HUAQUIRCA,100.0,100.0,10,5,19,3,27.4,13.3,51.1,8.1,12,6,19,1,31.8,15.2,50.3,2.7
030304,APURÍMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,100.0,100.0,1,7,4,12,4.4,29.4,17.4,48.7,0,0,16,9,0.0,0.0,64.6,35.4
030305,APURÍMAC,ANTABAMBA,OROPESA,100.0,100.0,13,23,10,3,26.5,46.9,20.4,6.1,17,23,8,1,34.7,46.9,16.3,2.0
030306,APURÍMAC,ANTABAMBA,PACHACONAS,100.0,100.0,4,11,4,4,18.1,47.8,18.8,15.2,2,14,8,0,8.7,58.7,32.6,0.0
030307,APURÍMAC,ANTABAMBA,SABAINO,100.0,100.0,1,9,10,5,4.0,36.0,40.0,20.0,1,9,15,1,4.0,36.0,56.0,4.0
030401,APURÍMAC,AYMARAES,CHALHUANCA,100.0,100.0,13,25,19,41,12.9,25.3,19.8,42.0,19,21,12,46,19.0,21.4,12.7,46.9
030402,APURÍMAC,AYMARAES,CAPAYA,100.0,100.0,3,2,2,1,37.5,25.0,25.0,12.5,3,1,4,0,37.5,12.5,50.0,0.0
030403,APURÍMAC,AYMARAES,CARAYBAMBA,100.0,100.0,9,13,4,2,30.4,47.6,14.3,7.7,9,14,4,1,30.4,51.2,14.9,3.6
030404,APURÍMAC,AYMARAES,CHAPIMARCA,100.0,96.7,9,14,6,1,31.1,45.6,20.0,3.3,13,10,7,0,41.7,34.4,23.9,0.0
030405,APURÍMAC,AYMARAES,COLCABAMBA,100.0,100.0,4,5,2,0,36.4,45.5,18.2,0.0,3,6,2,0,27.3,54.5,18.2,0.0
030406,APURÍMAC,AYMARAES,COTARUSE,100.0,100.0,9,10,19,4,21.4,23.8,45.2,9.5,6,12,20,4,14.3,28.6,47.6,9.5
030407,APURÍMAC,AYMARAES,IHUAYLLO,100.0,100.0,0,0,2,3,0.0,0.0,40.0,60.0,0,1,3,1,0.0,20.0,60.0,20.0
030408,APURÍMAC,AYMARAES,JUSTO APU SAHUARAURA,100.0,100.0,2,1,1,2,33.3,16.7,16.7,33.3,2,1,2,1,33.3,16.7,33.3,16.7
030409,APURÍMAC,AYMARAES,LUCRE,100.0,100.0,3,12,7,4,11.5,46.2,26.9,15.4,6,10,7,3,23.1,38.5,26.9,11.5
030411,APURÍMAC,AYMARAES,SAN JUAN DE CHACÑA,100.0,100.0,1,2,7,7,5.9,11.8,41.2,41.2,1,1,5,10,5.9,5.9,29.4,58.8
030412,APURÍMAC,AYMARAES,SAÑAYCA,100.0,100.0,5,6,2,3,31.3,37.5,12.5,18.8,2,5,9,0,12.5,31.3,56.3,0.0
030413,APURÍMAC,AYMARAES,SORAYA,100.0,85.7,0,2,2,2,0.0,33.3,33.3,33.3,1,2,2,1,16.7,33.3,33.3,16.7
030414,APURÍMAC,AYMARAES,TAPAIRIHUA,100.0,92.9,1,8,3,2,8.3,53.6,22.6,15.5,4,7,2,1,29.8,47.6,14.3,8.3
030415,APURÍMAC,AYMARAES,TINTAY,100.0,98.2,12,27,16,0,22.5,48.4,29.1,0.0,16,9,28,2,29.8,15.6,50.9,3.6
030416,APURÍMAC,AYMARAES,TORAYA,100.0,93.8,4,5,2,4,25.0,33.8,13.8,27.5,5,0,10,1,31.3,0.0,61.3,7.5
030417,APURÍMAC,AYMARAES,YANACA,100.0,100.0,0,1,6,1,0.0,12.5,75.0,12.5,0,0,7,1,0.0,0.0,87.5,12.5
030501,APURÍMAC,COTABAMBAS,TAMBOBAMBA,100.0,99.4,54,61,53,11,30.2,33.9,29.8,6.1,56,45,65,12,31.4,25.4,36.5,6.7
030502,APURÍMAC,COTABAMBAS,COTABAMBAS,100.0,100.0,12,21,5,0,31.6,55.3,13.2,0.0,18,13,7,0,47.4,34.2,18.4,0.0
030503,APURÍMAC,COTABAMBAS,COYLLURQUI,100.0,99.1,18,42,39,11,16.4,38.3,35.6,9.8,22,39,39,9,20.1,35.5,35.6,8.7
030504,APURÍMAC,COTABAMBAS,HAQUIRA,100.0,99.2,27,42,41,14,21.6,33.8,33.2,11.4,27,26,45,27,21.6,20.9,35.6,21.9
030505,APURÍMAC,COTABAMBAS,MARA,100.0,100.0,1,8,2,0,9.1,72.7,18.2,0.0,0,4,7,0,0.0,36.4,63.6,0.0
030506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,100.0,97.9,13,69,41,18,9.4,48.7,29.0,13.0,24,34,65,19,16.6,24.1,45.6,13.7
030601,APURÍMAC,CHINCHEROS,CHINCHEROS,100.0,98.8,15,31,19,17,18.7,37.2,23.4,20.7,24,17,26,15,29.0,21.0,31.7,18.3
030602,APURÍMAC,CHINCHEROS,ANCO_HUALLO,100.0,99.0,18,64,75,54,8.5,30.4,35.6,25.5,16,49,79,67,7.7,23.1,37.5,31.7
030603,APURÍMAC,CHINCHEROS,COCHARCAS,100.0,100.0,8,7,1,0,50.0,43.8,6.3,0.0,6,6,4,0,37.5,37.5,25.0,0.0
030604,APURÍMAC,CHINCHEROS,HUACCANA,100.0,98.9,18,30,28,15,19.8,32.5,31.3,16.5,17,16,34,24,18.7,17.7,37.0,26.6
030605,APURÍMAC,CHINCHEROS,OCOBAMBA,100.0,99.0,30,45,15,14,28.8,42.8,14.6,13.8,38,37,19,9,36.5,36.1,18.5,9.0
030606,APURÍMAC,CHINCHEROS,ONGOY,100.0,100.0,3,6,3,1,23.1,46.2,23.1,7.7,3,5,4,1,23.1,38.5,30.8,7.7
030607,APURÍMAC,CHINCHEROS,URANMARCA,100.0,100.0,12,12,4,2,41.1,38.9,12.2,7.8,12,9,7,2,38.9,31.1,23.3,6.7
030608,APURÍMAC,CHINCHEROS,RANRACANCHA,100.0,97.0,14,12,3,3,43.8,37.5,9.4,9.4,18,10,2,3,53.1,31.3,6.3,9.4
030701,APURÍMAC,GRAU,CHUQUIBAMBILLA,100.0,99.1,10,27,34,35,9.4,25.5,32.1,33.0,10,30,44,22,9.4,28.4,41.6,20.6
030702,APURÍMAC,GRAU,CURPAHUASI,100.0,100.0,12,11,3,0,46.2,41.5,12.3,0.0,11,11,4,0,43.1,40.8,16.2,0.0
030703,APURÍMAC,GRAU,GAMARRA,100.0,97.2,17,11,6,2,47.7,29.2,17.6,5.6,18,12,4,2,50.5,31.9,11.6,6.0
030705,APURÍMAC,GRAU,MAMARA,100.0,100.0,1,5,3,6,6.7,33.3,20.0,40.0,0,5,6,4,0.0,33.3,40.0,26.7
030706,APURÍMAC,GRAU,MICAELA BASTIDAS,100.0,100.0,0,6,4,0,0.0,60.0,40.0,0.0,0,4,6,0,0.0,40.0,60.0,0.0
030707,APURÍMAC,GRAU,PATAYPAMPA,100.0,100.0,1,8,1,1,9.1,72.7,9.1,9.1,1,5,4,1,9.1,45.5,36.4,9.1
030708,APURÍMAC,GRAU,PROGRESO,100.0,97.7,13,13,10,7,29.9,30.6,23.3,16.3,12,3,21,7,27.6,7.0,49.2,16.3
030709,APURÍMAC,GRAU,SAN ANTONIO,100.0,100.0,4,5,2,0,36.4,45.5,18.2,0.0,1,6,4,0,9.1,54.5,36.4,0.0
030710,APURÍMAC,GRAU,SANTA ROSA,100.0,100.0,0,3,1,1,0.0,60.0,20.0,20.0,0,2,3,0,0.0,40.0,60.0,0.0
030711,APURÍMAC,GRAU,TURPAY,100.0,100.0,1,8,3,0,8.3,66.7,25.0,0.0,0,9,3,0,0.0,75.0,25.0,0.0
030712,APURÍMAC,GRAU,VILCABAMBA,100.0,100.0,3,9,5,8,12.0,36.0,20.0,32.0,3,6,10,6,12.0,24.0,40.0,24.0
030713,APURÍMAC,GRAU,VIRUNDO,100.0,100.0,0,6,8,1,0.0,40.0,53.3,6.7,0,0,12,3,0.0,0.0,80.0,20.0
040101,AREQUIPA,AREQUIPA,AREQUIPA,100.0,98.5,47,283,766,1526,1.8,10.8,29.2,58.2,54,290,1149,1129,2.0,11.1,43.8,43.1
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,100.0,98.6,14,167,308,371,1.7,19.5,35.8,43.1,37,146,389,290,4.3,16.9,45.2,33.6
040103,AREQUIPA,AREQUIPA,CAYMA,100.0,99.3,26,219,369,623,2.1,17.7,29.8,50.4,33,191,542,471,2.7,15.4,43.8,38.1
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,100.0,97.8,79,442,924,1191,3.0,16.8,35.0,45.2,91,419,1227,897,3.5,15.9,46.6,34.1
040105,AREQUIPA,AREQUIPA,CHARACATO,100.0,100.0,3,3,23,32,4.9,4.9,37.7,52.5,1,6,29,25,1.6,9.8,47.5,41.0
040106,AREQUIPA,AREQUIPA,CHIGUATA,100.0,95.8,3,4,10,6,13.3,18.2,43.6,25.0,2,6,11,4,8.7,26.9,47.7,16.7
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,100.0,98.2,20,116,234,301,3.0,17.3,34.8,44.8,34,115,299,222,5.1,17.1,44.6,33.2
040108,AREQUIPA,AREQUIPA,LA JOYA,100.0,97.8,42,173,196,183,7.1,29.1,33.0,30.8,42,136,255,161,7.1,22.9,43.0,27.1
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,100.0,98.4,26,158,312,392,2.9,17.8,35.2,44.1,42,144,422,280,4.7,16.2,47.6,31.5
040110,AREQUIPA,AREQUIPA,MIRAFLORES,100.0,97.5,19,88,218,362,2.7,12.8,31.8,52.7,16,96,300,275,2.3,14.0,43.7,40.1
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,100.0,100.0,1,5,4,0,10.0,50.0,40.0,0.0,1,2,7,0,10.0,20.0,70.0,0.0
040112,AREQUIPA,AREQUIPA,PAUCARPATA,100.0,97.1,40,253,549,688,2.6,16.6,35.9,45.0,64,234,717,515,4.2,15.3,46.9,33.7
040114,AREQUIPA,AREQUIPA,POLOBAYA,100.0,100.0,0,0,2,4,0.0,0.0,33.3,66.7,0,1,4,1,0.0,16.7,66.7,16.7
040115,AREQUIPA,AREQUIPA,QUEQUEÑA,100.0,100.0,5,2,1,3,45.5,18.2,9.1,27.3,3,3,5,0,27.3,27.3,45.5,0.0
040116,AREQUIPA,AREQUIPA,SABANDIA,100.0,96.0,2,8,25,15,4.2,16.7,50.0,29.2,2,13,21,15,4.2,25.0,41.7,29.2
040117,AREQUIPA,AREQUIPA,SACHACA,100.0,98.5,13,50,131,206,3.1,12.4,32.8,51.7,13,62,188,137,3.2,15.5,47.1,34.3
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,100.0,100.0,1,2,7,4,7.1,14.3,50.0,28.6,2,1,5,6,14.3,7.1,35.7,42.9
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,100.0,100.0,0,1,3,1,0.0,20.0,60.0,20.0,0,1,3,1,0.0,20.0,60.0,20.0
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,100.0,99.2,4,21,45,53,3.2,17.0,36.6,43.1,7,14,51,52,5.7,11.4,41.4,41.5
040122,AREQUIPA,AREQUIPA,SOCABAYA,100.0,98.5,24,185,334,389,2.6,19.9,35.8,41.7,31,144,437,320,3.3,15.5,46.9,34.3
040123,AREQUIPA,AREQUIPA,TIABAYA,100.0,97.0,3,40,90,134,1.2,14.9,33.7,50.2,5,20,130,112,2.0,7.6,48.4,42.0
040124,AREQUIPA,AREQUIPA,UCHUMAYO,100.0,97.6,10,29,61,66,6.2,17.3,36.6,39.9,14,30,81,41,8.7,18.1,48.6,24.5
040125,AREQUIPA,AREQUIPA,VITOR,100.0,98.1,5,17,18,11,9.7,33.6,35.1,21.6,6,15,19,11,11.7,29.4,37.3,21.6
040126,AREQUIPA,AREQUIPA,YANAHUARA,100.0,98.7,8,30,96,241,2.2,8.1,25.6,64.1,8,43,173,152,2.2,11.4,46.0,40.4
040127,AREQUIPA,AREQUIPA,YARABAMBA,100.0,92.9,1,9,11,7,3.6,31.0,38.9,26.6,2,5,14,6,7.5,19.0,50.4,23.0
040128,AREQUIPA,AREQUIPA,YURA,100.0,97.8,8,85,162,209,1.8,18.3,34.9,45.1,11,76,220,157,2.5,16.3,47.4,33.9
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,100.0,98.5,15,158,360,580,1.4,14.2,32.3,52.1,31,149,498,437,2.8,13.3,44.7,39.2
040201,AREQUIPA,CAMANÁ,CAMANA,100.0,99.1,12,92,167,158,2.8,21.5,38.9,36.7,11,67,213,138,2.6,15.6,49.8,32.1
040202,AREQUIPA,CAMANÁ,JOSE MARIA QUIMPER,100.0,96.4,0,3,12,13,0.0,10.7,44.5,44.8,1,2,18,7,3.6,7.1,63.1,26.2
040203,AREQUIPA,CAMANÁ,MARIANO NICOLAS VALCARCEL,100.0,97.5,2,34,68,55,1.3,21.4,42.7,34.6,5,27,68,60,3.0,16.7,42.7,37.6
