"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de primaria",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Lectura,,,,,,Matemática,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio
090112,HUANCAVELICA,HUANCAVELICA,MOYA,100.0,100.0,0,3,2,0.0,60.0,40.0,1,2,2,20.0,40.0,40.0
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,100.0,100.0,0,10,19,0.0,34.5,65.5,0,10,19,0.0,34.5,65.5
090114,HUANCAVELICA,HUANCAVELICA,PALCA,100.0,100.0,0,18,12,0.0,60.0,40.0,3,14,13,10.0,46.7,43.3
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,100.0,90.0,0,8,1,0.0,88.9,11.1,3,6,0,33.3,66.7,0.0
090116,HUANCAVELICA,HUANCAVELICA,VILCA,100.0,100.0,0,19,8,0.0,70.4,29.6,6,10,11,22.2,37.0,40.7
090117,HUANCAVELICA,HUANCAVELICA,YAULI,100.0,97.2,33,263,53,9.5,75.4,15.2,122,160,66,35.1,46.0,19.0
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,100.0,96.6,6,64,42,5.4,57.1,37.5,37,39,36,33.0,34.8,32.1
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,100.0,97.4,6,47,21,8.1,63.5,28.4,16,43,15,21.6,58.1,20.3
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,100.0,98.9,11,33,130,6.3,19.0,74.7,27,27,120,15.5,15.5,69.0
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,100.0,100.0,1,36,8,2.2,80.0,17.8,23,14,8,51.1,31.1,17.8
090203,HUANCAVELICA,ACOBAMBA,ANTA,100.0,100.0,4,38,21,6.3,60.3,33.3,9,22,32,14.3,34.9,50.8
090204,HUANCAVELICA,ACOBAMBA,CAJA,100.0,100.0,0,18,11,0.0,62.1,37.9,4,16,9,13.8,55.2,31.0
090205,HUANCAVELICA,ACOBAMBA,MARCAS,100.0,100.0,0,5,12,0.0,29.4,70.6,0,4,13,0.0,23.5,76.5
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,100.0,100.0,1,41,74,0.9,35.3,63.8,2,33,81,1.7,28.4,69.8
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,100.0,100.0,0,6,11,0.0,35.3,64.7,0,1,16,0.0,5.9,94.1
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,100.0,97.1,3,22,8,9.1,66.7,24.2,11,10,12,33.3,30.3,36.4
090301,HUANCAVELICA,ANGARAES,LIRCAY,100.0,99.2,8,131,222,2.2,36.3,61.5,29,96,236,8.0,26.6,65.4
090302,HUANCAVELICA,ANGARAES,ANCHONGA,100.0,100.0,0,44,21,0.0,67.7,32.3,8,32,25,12.3,49.2,38.5
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,100.0,100.0,0,6,7,0.0,46.2,53.8,0,12,1,0.0,92.3,7.7
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,100.0,98.8,2,51,30,2.4,61.4,36.1,14,33,36,16.9,39.8,43.4
090306,HUANCAVELICA,ANGARAES,CONGALLA,100.0,100.0,0,28,16,0.0,63.6,36.4,7,17,20,15.9,38.6,45.5
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,100.0,100.0,1,14,11,3.8,53.8,42.3,1,11,14,3.8,42.3,53.8
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,100.0,100.0,0,15,7,0.0,68.2,31.8,5,12,5,22.7,54.5,22.7
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,100.0,85.7,0,1,5,0.0,16.7,83.3,0,2,4,0.0,33.3,66.7
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,100.0,100.0,0,3,2,0.0,60.0,40.0,2,2,1,40.0,40.0,20.0
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,100.0,100.0,0,6,0,0.0,100.0,0.0,1,4,1,16.7,66.7,16.7
090312,HUANCAVELICA,ANGARAES,SECCLLA,100.0,100.0,4,17,5,15.4,65.4,19.2,12,12,2,46.2,46.2,7.7
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,100.0,96.8,0,34,27,0.0,55.7,44.3,5,34,22,8.2,55.7,36.1
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,100.0,100.0,3,21,13,8.1,56.8,35.1,8,10,19,21.6,27.0,51.4
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,100.0,87.5,0,1,6,0.0,14.3,85.7,0,1,6,0.0,14.3,85.7
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,100.0,92.3,1,10,1,8.3,83.3,8.3,5,5,1,45.5,45.5,9.1
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,100.0,100.0,1,8,2,9.1,72.7,18.2,4,6,1,36.4,54.5,9.1
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,100.0,100.0,2,12,2,12.5,75.0,12.5,5,9,2,31.3,56.3,12.5
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,100.0,100.0,0,5,1,0.0,83.3,16.7,2,3,1,33.3,50.0,16.7
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,100.0,100.0,1,13,1,6.7,86.7,6.7,7,7,1,46.7,46.7,6.7
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,100.0,90.9,0,1,9,0.0,10.0,90.0,0,4,6,0.0,40.0,60.0
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,100.0,96.0,2,12,10,8.3,50.0,41.7,5,11,8,20.8,45.8,33.3
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,100.0,101.0,2,40,57,2.0,40.4,57.6,10,44,45,10.1,44.4,45.5
090502,HUANCAVELICA,CHURCAMPA,ANCO,100.0,99.1,13,92,6,11.7,82.9,5.4,53,45,13,47.7,40.5,11.7
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,100.0,97.7,4,25,13,9.5,59.5,31.0,12,17,13,28.6,40.5,31.0
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,100.0,100.0,0,27,6,0.0,81.8,18.2,7,12,14,21.2,36.4,42.4
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,100.0,100.0,2,11,7,10.0,55.0,35.0,6,8,5,31.6,42.1,26.3
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,100.0,98.6,0,23,50,0.0,31.5,68.5,3,14,56,4.1,19.2,76.7
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,100.0,93.8,0,5,9,0.0,35.7,64.3,0,2,12,0.0,14.3,85.7
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,100.0,97.5,1,13,25,2.6,33.3,64.1,5,11,23,12.8,28.2,59.0
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,100.0,100.0,0,10,14,0.0,41.7,58.3,2,11,11,8.3,45.8,45.8
090511,HUANCAVELICA,CHURCAMPA,COSME,100.0,100.0,6,42,13,9.8,68.9,21.3,16,30,15,26.2,49.2,24.6
090601,HUANCAVELICA,HUAYTARÁ,HUAYTARA,100.0,97.1,0,10,21,0.0,32.3,67.7,6,6,19,19.4,19.4,61.3
090605,HUANCAVELICA,HUAYTARÁ,LARAMARCA,100.0,85.7,0,6,0,0.0,100.0,0.0,0,5,1,0.0,83.3,16.7
090606,HUANCAVELICA,HUAYTARÁ,OCOYO,100.0,100.0,0,3,4,0.0,42.9,57.1,0,3,4,0.0,42.9,57.1
090608,HUANCAVELICA,HUAYTARÁ,QUERCO,100.0,100.0,0,0,9,0.0,0.0,100.0,0,0,9,0.0,0.0,100.0
090610,HUANCAVELICA,HUAYTARÁ,SAN ANTONIO DE CUSICANCHA,100.0,90.2,0,9,28,0.0,24.3,75.7,1,7,29,2.7,18.9,78.4
090612,HUANCAVELICA,HUAYTARÁ,SAN ISIDRO,100.0,100.0,0,6,0,0.0,100.0,0.0,2,2,2,33.3,33.3,33.3
090613,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE CHOCORVOS,100.0,94.1,2,13,0,13.3,86.7,0.0,8,7,0,53.3,46.7,0.0
090616,HUANCAVELICA,HUAYTARÁ,TAMBO,100.0,100.0,0,8,2,0.0,80.0,20.0,2,7,1,20.0,70.0,10.0
090701,HUANCAVELICA,TAYACAJA,PAMPAS,100.0,98.9,7,125,234,1.9,34.2,63.9,40,110,216,10.9,30.1,59.0
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,100.0,100.0,0,21,11,0.0,65.6,34.4,6,13,13,18.8,40.6,40.6
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,100.0,100.0,0,11,4,0.0,73.3,26.7,5,5,5,33.3,33.3,33.3
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,100.0,94.7,1,23,12,2.8,63.9,33.3,6,15,15,16.7,41.7,41.7
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,100.0,98.3,9,151,64,4.0,67.4,28.6,60,114,49,26.9,51.1,22.0
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,100.0,100.0,9,56,90,5.8,36.1,58.1,24,49,82,15.5,31.6,52.9
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,100.0,97.9,4,31,11,8.7,67.4,23.9,13,24,9,28.3,52.2,19.6
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,100.0,100.0,3,74,19,3.1,77.1,19.8,22,47,27,22.9,49.0,28.1
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,100.0,97.0,0,9,23,0.0,28.1,71.9,0,8,24,0.0,25.0,75.0
090711,HUANCAVELICA,TAYACAJA,PAZOS,100.0,100.0,3,39,31,4.1,53.4,42.5,10,23,40,13.7,31.5,54.8
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,100.0,100.0,0,15,5,0.0,75.0,25.0,6,7,7,30.0,35.0,35.0
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,100.0,100.0,3,30,18,5.9,58.8,35.3,17,12,22,33.3,23.5,43.1
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,100.0,100.0,0,5,6,0.0,45.5,54.5,0,4,7,0.0,36.4,63.6
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,100.0,100.0,3,27,5,8.6,77.1,14.3,11,19,5,31.4,54.3,14.3
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,100.0,95.1,6,47,5,10.3,81.0,8.6,29,19,10,50.0,32.8,17.2
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,100.0,98.0,1,27,21,2.0,55.1,42.9,4,32,13,8.2,65.3,26.5
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,100.0,99.2,13,72,33,11.0,61.0,28.0,29,51,38,24.6,43.2,32.2
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,100.0,100.0,16,39,12,23.9,58.2,17.9,30,32,5,44.8,47.8,7.5
100101,HUÁNUCO,HUÁNUCO,HUANUCO,100.0,96.3,66,1112,1356,2.6,43.9,53.5,610,1050,873,24.1,41.5,34.5
100102,HUÁNUCO,HUÁNUCO,AMARILIS,100.0,95.7,72,513,557,6.3,44.9,48.8,259,454,429,22.7,39.8,37.6
100103,HUÁNUCO,HUÁNUCO,CHINCHAO,100.0,92.2,28,219,45,9.6,75.0,15.4,101,143,48,34.6,49.0,16.4
100104,HUÁNUCO,HUÁNUCO,CHURUBAMBA,100.0,96.7,106,244,28,28.0,64.6,7.4,219,128,31,57.9,33.9,8.2
100105,HUÁNUCO,HUÁNUCO,MARGOS,100.0,97.7,23,61,0,27.4,72.6,0.0,55,28,1,65.5,33.3,1.2
100106,HUÁNUCO,HUÁNUCO,QUISQUI (KICHKI),100.0,96.9,20,57,14,22.0,62.6,15.4,43,28,20,47.3,30.8,22.0
100107,HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRAN,100.0,97.1,2,28,34,3.1,43.8,53.1,5,17,42,7.8,26.6,65.6
100108,HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULAN,100.0,100.0,10,44,3,17.5,77.2,5.3,23,27,7,40.4,47.4,12.3
100109,HUÁNUCO,HUÁNUCO,SANTA MARIA DEL VALLE,100.0,95.9,60,234,99,15.3,59.5,25.2,154,130,108,39.3,33.2,27.6
100110,HUÁNUCO,HUÁNUCO,YARUMAYO,100.0,94.1,10,20,2,31.3,62.5,6.3,20,12,0,62.5,37.5,0.0
100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,100.0,97.6,18,217,167,4.5,54.0,41.5,109,176,117,27.1,43.8,29.1
100112,HUÁNUCO,HUÁNUCO,YACUS,100.0,100.0,13,14,10,35.1,37.8,27.0,22,4,11,59.5,10.8,29.7
100113,HUÁNUCO,HUÁNUCO,SAN PABLO DE PILLAO,100.0,97.8,43,125,53,19.5,56.6,24.0,109,81,31,49.3,36.7,14.0
100201,HUÁNUCO,AMBO,AMBO,96.0,97.2,33,206,208,7.4,46.1,46.5,114,150,183,25.5,33.6,40.9
100202,HUÁNUCO,AMBO,CAYNA,100.0,97.9,0,23,24,0.0,48.9,51.1,6,24,17,12.8,51.1,36.2
100203,HUÁNUCO,AMBO,COLPAS,100.0,93.8,2,11,2,13.3,73.3,13.3,6,5,4,40.0,33.3,26.7
100204,HUÁNUCO,AMBO,CONCHAMARCA,100.0,95.2,1,31,8,2.5,77.5,20.0,11,17,12,27.5,42.5,30.0
100205,HUÁNUCO,AMBO,HUACAR,100.0,98.9,0,54,39,0.0,58.1,41.9,18,42,33,19.4,45.2,35.5
100206,HUÁNUCO,AMBO,SAN FRANCISCO,100.0,100.0,0,18,1,0.0,94.7,5.3,3,10,6,15.8,52.6,31.6
100207,HUÁNUCO,AMBO,SAN RAFAEL,100.0,100.0,21,118,42,11.6,65.2,23.2,63,62,56,34.8,34.3,30.9
100208,HUÁNUCO,AMBO,TOMAY KICHWA,100.0,98.5,2,26,37,3.1,40.0,56.9,11,18,36,16.9,27.7,55.4
100301,HUÁNUCO,DOS DE MAYO,LA UNION,100.0,96.2,7,94,75,4.0,53.4,42.6,42,67,67,23.9,38.1,38.1
100307,HUÁNUCO,DOS DE MAYO,CHUQUIS,100.0,98.9,14,66,10,15.6,73.3,11.1,39,32,19,43.3,35.6,21.1
100311,HUÁNUCO,DOS DE MAYO,MARIAS,93.3,88.6,28,113,19,17.5,70.6,11.9,75,62,23,46.9,38.8,14.4
100313,HUÁNUCO,DOS DE MAYO,PACHAS,100.0,93.5,5,66,27,5.1,67.3,27.6,19,41,38,19.4,41.8,38.8
100316,HUÁNUCO,DOS DE MAYO,QUIVILLA,100.0,88.2,3,11,1,20.0,73.3,6.7,4,2,9,26.7,13.3,60.0
100317,HUÁNUCO,DOS DE MAYO,RIPAN,100.0,95.9,0,41,28,0.0,59.4,40.6,6,28,35,8.7,40.6,50.7
100321,HUÁNUCO,DOS DE MAYO,SHUNQUI,100.0,97.1,12,19,2,36.4,57.6,6.1,16,6,11,48.5,18.2,33.3
100322,HUÁNUCO,DOS DE MAYO,SILLAPATA,100.0,90.9,0,16,4,0.0,80.0,20.0,2,16,2,10.0,80.0,10.0
100323,HUÁNUCO,DOS DE MAYO,YANAS,100.0,89.1,9,25,5,23.1,64.1,12.8,23,12,4,59.0,30.8,10.3
100401,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,100.0,98.9,23,88,59,13.5,51.8,34.7,50,72,48,29.4,42.4,28.2
100402,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,100.0,100.0,1,34,20,1.8,61.8,36.4,2,38,15,3.6,69.1,27.3
100403,HUÁNUCO,HUACAYBAMBA,COCHABAMBA,100.0,95.8,2,20,1,8.7,87.0,4.3,18,5,0,78.3,21.7,0.0
100404,HUÁNUCO,HUACAYBAMBA,PINRA,100.0,98.1,32,86,21,23.0,61.9,15.1,63,47,29,45.3,33.8,20.9
100501,HUÁNUCO,HUAMALÍES,LLATA,100.0,97.4,34,167,132,10.2,50.2,39.6,100,115,118,30.0,34.5,35.4
100502,HUÁNUCO,HUAMALÍES,ARANCAY,100.0,100.0,1,16,3,5.0,80.0,15.0,5,11,4,25.0,55.0,20.0
100503,HUÁNUCO,HUAMALÍES,CHAVIN DE PARIARCA,100.0,94.8,20,52,20,21.7,56.5,21.7,47,24,21,51.1,26.1,22.8
100504,HUÁNUCO,HUAMALÍES,JACAS GRANDE,100.0,97.4,18,121,10,12.1,81.2,6.7,74,60,15,49.7,40.3,10.1
100505,HUÁNUCO,HUAMALÍES,JIRCAN,100.0,100.0,9,19,2,30.0,63.3,6.7,16,9,5,53.3,30.0,16.7
100506,HUÁNUCO,HUAMALÍES,MIRAFLORES,100.0,98.2,11,43,2,19.6,76.8,3.6,29,17,10,51.8,30.4,17.9
100507,HUÁNUCO,HUAMALÍES,MONZON,100.0,97.6,29,205,94,8.8,62.5,28.7,108,118,102,32.9,36.0,31.1
100508,HUÁNUCO,HUAMALÍES,PUNCHAO,100.0,97.8,6,30,8,13.6,68.2,18.2,24,12,9,53.3,26.7,20.0
100509,HUÁNUCO,HUAMALÍES,PUÑOS,100.0,100.0,6,53,18,7.8,68.8,23.4,18,39,20,23.4,50.6,26.0
100510,HUÁNUCO,HUAMALÍES,SINGA,100.0,100.0,14,33,3,28.0,66.0,6.0,24,22,4,48.0,44.0,8.0
100511,HUÁNUCO,HUAMALÍES,TANTAMAYO,100.0,100.0,1,18,12,3.2,58.1,38.7,11,11,9,35.5,35.5,29.0
100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,100.0,97.7,64,539,676,5.0,42.1,52.9,269,474,536,21.0,37.1,41.9
100602,HUÁNUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,100.0,95.3,18,96,27,12.8,68.1,19.1,58,51,32,41.1,36.2,22.7
100603,HUÁNUCO,LEONCIO PRADO,HERMILIO VALDIZAN,100.0,95.5,5,44,15,7.8,68.8,23.4,19,29,16,29.7,45.3,25.0
100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,100.0,96.1,35,350,187,6.1,61.2,32.7,158,235,179,27.6,41.1,31.3
100605,HUÁNUCO,LEONCIO PRADO,LUYANDO,100.0,94.4,8,80,62,5.3,53.3,41.3,33,65,52,22.0,43.3,34.7
100606,HUÁNUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,100.0,97.0,43,134,49,19.0,59.3,21.7,89,82,55,39.4,36.3,24.3
100607,HUÁNUCO,LEONCIO PRADO,PUCAYACU,100.0,100.0,10,74,17,9.9,73.3,16.8,45,37,19,44.6,36.6,18.8
100608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,100.0,92.7,4,77,71,2.6,50.7,46.7,49,47,56,32.2,30.9,36.8
100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,100.0,97.7,97,339,79,18.8,65.8,15.3,184,211,120,35.7,41.0,23.3
100702,HUÁNUCO,MARAÑÓN,CHOLON,100.0,93.0,34,122,17,19.7,70.5,9.8,77,72,24,44.5,41.6,13.9
100703,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,100.0,96.2,34,40,2,44.7,52.6,2.6,62,10,4,81.6,13.2,5.3
100704,HUÁNUCO,MARAÑÓN,LA MORADA,100.0,98.4,8,43,12,12.7,68.3,19.0,18,28,17,28.6,44.4,27.0
100705,HUÁNUCO,MARAÑÓN,SANTA ROSA DE ALTO YANAJANCA,100.0,95.7,6,44,15,9.2,67.7,23.1,28,32,5,43.1,49.2,7.7
100801,HUÁNUCO,PACHITEA,PANAO,100.0,93.3,44,215,63,13.7,66.8,19.6,112,135,75,34.8,41.9,23.3
100802,HUÁNUCO,PACHITEA,CHAGLLA,100.0,94.4,27,152,76,10.6,59.6,29.8,70,109,76,27.5,42.7,29.8
100803,HUÁNUCO,PACHITEA,MOLINO,100.0,99.4,24,226,78,7.3,68.9,23.8,103,132,93,31.4,40.2,28.4
100804,HUÁNUCO,PACHITEA,UMARI,100.0,98.3,29,207,48,10.2,72.9,16.9,85,127,72,29.9,44.7,25.4
100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,100.0,97.9,35,186,104,10.8,57.2,32.0,97,126,102,29.8,38.8,31.4
100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,100.0,95.5,24,85,37,16.4,58.2,25.3,66,43,37,45.2,29.5,25.3
100903,HUÁNUCO,PUERTO INCA,HONORIA,100.0,88.4,47,81,24,30.9,53.3,15.8,109,38,5,71.7,25.0,3.3
100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,100.0,96.5,12,69,28,11.0,63.3,25.7,40,52,17,36.7,47.7,15.6
100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,100.0,92.1,21,91,28,15.0,65.0,20.0,64,51,25,45.7,36.4,17.9
101001,HUÁNUCO,LAURICOCHA,JESUS,100.0,100.0,3,45,20,4.4,66.2,29.4,20,32,16,29.4,47.1,23.5
101002,HUÁNUCO,LAURICOCHA,BAÑOS,100.0,97.1,1,17,15,3.0,51.5,45.5,3,18,12,9.1,54.5,36.4
101003,HUÁNUCO,LAURICOCHA,JIVIA,100.0,100.0,0,6,1,0.0,85.7,14.3,0,4,3,0.0,57.1,42.9
101004,HUÁNUCO,LAURICOCHA,QUEROPALCA,100.0,100.0,0,0,6,0.0,0.0,100.0,0,0,6,0.0,0.0,100.0
101005,HUÁNUCO,LAURICOCHA,RONDOS,100.0,91.4,7,44,13,10.9,68.8,20.3,18,23,23,28.1,35.9,35.9
101006,HUÁNUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,100.0,100.0,0,2,2,0.0,50.0,50.0,0,0,4,0.0,0.0,100.0
101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,100.0,97.2,15,96,26,10.9,70.1,19.0,53,52,32,38.7,38.0,23.4
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,100.0,97.0,17,90,24,13.0,68.7,18.3,35,63,33,26.7,48.1,25.2
101102,HUÁNUCO,YAROWILCA,CAHUAC,100.0,100.0,0,8,7,0.0,53.3,46.7,1,7,7,6.7,46.7,46.7
101103,HUÁNUCO,YAROWILCA,CHACABAMBA,100.0,100.0,0,11,0,0.0,100.0,0.0,3,8,0,27.3,72.7,0.0
101104,HUÁNUCO,YAROWILCA,APARICIO POMARES,100.0,99.2,11,82,38,8.4,62.6,29.0,35,53,43,26.7,40.5,32.8
101105,HUÁNUCO,YAROWILCA,JACAS CHICO,100.0,100.0,3,7,5,20.0,46.7,33.3,8,2,5,53.3,13.3,33.3
101106,HUÁNUCO,YAROWILCA,OBAS,100.0,97.6,5,54,22,6.2,66.7,27.2,16,40,25,19.8,49.4,30.9
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,100.0,100.0,0,10,18,0.0,35.7,64.3,3,6,19,10.7,21.4,67.9
101108,HUÁNUCO,YAROWILCA,CHORAS,100.0,95.9,22,15,10,46.8,31.9,21.3,27,10,10,57.4,21.3,21.3
110101,ICA,ICA,ICA,100.0,96.5,68,1243,2112,2.0,36.3,61.7,676,1243,1505,19.7,36.3,44.0
110102,ICA,ICA,LA TINGUIÑA,100.0,96.8,15,259,318,2.5,43.8,53.7,139,205,248,23.5,34.6,41.9
110103,ICA,ICA,LOS AQUIJES,100.0,99.7,3,134,180,0.9,42.3,56.8,64,92,161,20.2,29.0,50.8
110104,ICA,ICA,OCUCAJE,100.0,90.3,1,34,21,1.8,60.7,37.5,10,30,16,17.9,53.6,28.6
110105,ICA,ICA,PACHACUTEC,100.0,95.7,6,50,101,3.8,31.8,64.3,17,58,82,10.8,36.9,52.2
110106,ICA,ICA,PARCONA,100.0,94.5,19,311,272,3.2,51.7,45.2,149,267,186,24.8,44.4,30.9
110107,ICA,ICA,PUEBLO NUEVO,100.0,97.2,0,31,38,0.0,44.9,55.1,13,31,25,18.8,44.9,36.2
110108,ICA,ICA,SALAS,100.0,97.2,15,262,204,3.1,54.5,42.4,122,228,131,25.4,47.4,27.2
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,100.0,95.3,3,63,55,2.5,52.1,45.5,20,52,49,16.5,43.0,40.5
110110,ICA,ICA,SAN JUAN BAUTISTA,100.0,95.9,8,75,55,5.8,54.3,39.9,34,51,53,24.6,37.0,38.4
110111,ICA,ICA,SANTIAGO,100.0,95.4,16,215,266,3.2,43.3,53.5,73,185,239,14.7,37.2,48.1
110112,ICA,ICA,SUBTANJALLA,100.0,94.3,0,95,105,0.0,47.5,52.5,36,85,79,18.0,42.5,39.5
110113,ICA,ICA,TATE,100.0,100.0,5,29,8,11.9,69.0,19.0,14,20,8,33.3,47.6,19.0
110114,ICA,ICA,YAUCA DEL ROSARIO,100.0,100.0,1,4,1,16.7,66.7,16.7,5,0,1,83.3,0.0,16.7
110201,ICA,CHINCHA,CHINCHA ALTA,100.0,97.9,73,1026,1350,3.0,41.9,55.1,454,929,1065,18.5,37.9,43.5
110202,ICA,CHINCHA,ALTO LARAN,100.0,96.7,3,72,72,2.0,49.0,49.0,36,67,44,24.5,45.6,29.9
110204,ICA,CHINCHA,CHINCHA BAJA,100.0,99.1,31,161,121,9.9,51.4,38.7,105,111,97,33.5,35.5,31.0
110205,ICA,CHINCHA,EL CARMEN,100.0,97.7,55,130,68,21.7,51.4,26.9,123,76,55,48.4,29.9,21.7
110206,ICA,CHINCHA,GROCIO PRADO,100.0,96.6,14,276,255,2.6,50.6,46.8,120,235,190,22.0,43.1,34.9
110207,ICA,CHINCHA,PUEBLO NUEVO,100.0,97.6,36,531,450,3.5,52.2,44.2,264,419,334,26.0,41.2,32.8
110210,ICA,CHINCHA,SUNAMPE,100.0,96.8,17,210,224,3.8,46.6,49.7,101,176,174,22.4,39.0,38.6
110211,ICA,CHINCHA,TAMBO DE MORA,100.0,96.2,4,34,13,7.8,66.7,25.5,22,25,4,43.1,49.0,7.8
110301,ICA,NAZCA,NASCA,100.0,99.0,4,207,482,0.6,29.9,69.6,53,210,431,7.6,30.3,62.1
110302,ICA,NAZCA,CHANGUILLO,100.0,100.0,0,12,18,0.0,40.0,60.0,3,14,13,10.0,46.7,43.3
110303,ICA,NAZCA,EL INGENIO,100.0,100.0,2,29,15,4.3,63.0,32.6,9,24,13,19.6,52.2,28.3
110304,ICA,NAZCA,MARCONA,100.0,97.8,3,113,230,0.9,32.7,66.5,27,136,184,7.8,39.2,53.0
110305,ICA,NAZCA,VISTA ALEGRE,100.0,98.5,5,86,152,2.1,35.4,62.6,32,72,139,13.2,29.6,57.2
110401,ICA,PALPA,PALPA,100.0,99.4,5,53,116,2.9,30.5,66.7,17,67,90,9.8,38.5,51.7
110402,ICA,PALPA,LLIPATA,100.0,95.7,0,3,19,0.0,13.6,86.4,0,1,21,0.0,4.5,95.5
110403,ICA,PALPA,RIO GRANDE,100.0,96.8,1,5,24,3.3,16.7,80.0,3,3,24,10.0,10.0,80.0
110404,ICA,PALPA,SANTA CRUZ,100.0,92.9,0,7,6,0.0,53.8,46.2,0,1,12,0.0,7.7,92.3
110405,ICA,PALPA,TIBILLO,100.0,100.0,0,0,5,0.0,0.0,100.0,0,1,4,0.0,20.0,80.0
110501,ICA,PISCO,PISCO,100.0,96.6,50,534,903,3.4,35.9,60.7,320,437,730,21.5,29.4,49.1
