"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de secundaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,,HGE,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
130103,La Libertad,Trujillo,Florencia de Mora,100.0,95.1,84,286,222,77,12.5,42.7,33.2,11.5,150,321,137,61,22.4,47.9,20.5,9.1,109,216,267,79,16.3,32.2,39.8,11.7
130104,La Libertad,Trujillo,Huanchaco,100.0,95.9,86,303,250,85,11.8,41.9,34.5,11.8,184,356,136,48,25.4,49.1,18.8,6.7,90,235,300,100,12.4,32.4,41.4,13.8
130105,La Libertad,Trujillo,La Esperanza,100.0,97.1,217,749,604,236,12.0,41.5,33.5,13.1,463,823,340,180,25.6,45.6,18.8,10.0,287,513,705,302,15.9,28.4,39.0,16.7
130106,La Libertad,Trujillo,Laredo,100.0,97.7,63,201,158,52,13.4,42.4,33.3,10.9,122,243,88,21,25.7,51.2,18.6,4.5,61,155,204,54,12.9,32.7,43.0,11.4
130107,La Libertad,Trujillo,Moche,100.0,96.9,44,173,184,76,9.2,36.3,38.5,16.0,97,202,109,69,20.4,42.4,22.8,14.5,73,114,202,89,15.3,23.8,42.3,18.6
130108,La Libertad,Trujillo,Poroto,100.0,100.0,9,36,26,9,11.3,45.0,32.5,11.2,25,32,13,10,31.3,40.0,16.2,12.5,9,19,28,24,11.3,23.8,35.0,30.0
130109,La Libertad,Trujillo,Salaverry,100.0,98.0,20,82,73,27,10.1,40.6,36.1,13.2,47,98,41,15,23.3,48.7,20.3,7.6,24,47,92,38,12.0,23.5,45.8,18.7
130110,La Libertad,Trujillo,Simbal,100.0,95.6,5,21,15,4,11.6,46.5,32.6,9.3,14,21,7,3,30.2,46.5,16.3,7.0,4,14,25,2,9.3,30.2,55.8,4.7
130111,La Libertad,Trujillo,Victor Larco Herrera,100.0,97.2,50,242,247,220,6.6,31.9,32.5,29.0,158,305,147,149,20.8,40.1,19.4,19.6,106,173,306,175,14.0,22.8,40.3,23.0
130201,La Libertad,Ascope,Ascope,100.0,98.1,22,42,31,11,20.6,39.2,29.4,10.8,27,49,18,12,25.7,46.5,16.8,10.9,23,38,35,10,21.9,35.4,33.3,9.4
130202,La Libertad,Ascope,Chicama,100.0,98.5,42,102,88,28,16.3,39.3,33.8,10.7,79,122,45,14,30.2,46.8,17.4,5.5,44,76,104,36,17.0,29.3,39.8,13.9
130203,La Libertad,Ascope,Chocope,100.0,94.7,18,48,44,22,13.6,36.3,33.1,17.0,32,45,31,24,24.4,33.9,23.1,18.6,26,27,51,28,19.9,20.4,38.4,21.2
130204,La Libertad,Ascope,Magdalena de Cao,100.0,100.0,2,16,8,6,6.3,50.0,25.0,18.8,4,19,7,2,12.5,59.4,21.9,6.3,5,7,12,8,15.6,21.9,37.5,25.0
130205,La Libertad,Ascope,Paijan,100.0,96.5,73,168,120,35,18.3,42.5,30.4,8.8,145,173,50,27,36.6,43.8,12.7,6.9,82,131,136,47,20.7,33.1,34.3,11.9
130206,La Libertad,Ascope,Razuri,100.0,96.1,15,38,39,12,14.2,36.5,38.1,11.2,29,41,23,10,28.5,39.3,22.2,10.0,18,35,38,13,17.4,33.7,36.7,12.2
130207,La Libertad,Ascope,Santiago de Cao,100.0,86.9,35,122,102,30,12.1,42.2,35.2,10.5,84,130,55,20,29.1,44.9,19.0,7.0,64,89,112,24,22.1,30.8,38.7,8.4
130208,La Libertad,Ascope,Casa Grande,100.0,96.9,69,173,121,50,16.6,41.9,29.4,12.1,145,166,76,27,35.1,40.1,18.4,6.4,80,125,157,52,19.2,30.2,38.0,12.6
130301,La Libertad,Bolivar,Bolivar,100.0,93.7,53,40,12,6,47.4,36.4,10.6,5.7,61,30,14,6,55.1,26.8,12.4,5.7,39,32,25,15,35.3,28.9,22.4,13.4
130302,La Libertad,Bolivar,Bambamarca,100.0,81.7,60,38,6,0,57.5,36.8,5.6,.0,66,31,5,1,63.9,29.9,5.2,1.0,52,38,14,0,50.3,36.3,13.3,.0
130303,La Libertad,Bolivar,Condormarca,100.0,91.7,6,13,5,0,26.9,54.4,18.8,.0,16,7,1,0,67.8,27.5,4.6,.0,7,11,7,0,27.1,45.1,27.8,.0
130304,La Libertad,Bolivar,Longotea,100.0,88.5,6,8,9,3,22.1,30.8,35.6,11.5,6,16,1,3,22.1,60.6,3.8,13.5,6,4,12,4,25.0,15.4,45.2,14.4
130305,La Libertad,Bolivar,Uchumarca,100.0,94.0,18,35,11,3,26.3,52.9,15.9,5.0,16,26,12,12,24.4,39.1,17.9,18.6,9,19,32,7,13.7,28.0,47.2,11.1
130306,La Libertad,Bolivar,Ucuncha,100.0,92.0,9,11,5,0,34.8,43.5,21.7,.0,10,10,3,2,39.1,39.1,13.0,8.7,2,10,11,2,8.7,39.1,43.5,8.7
130401,La Libertad,Chepen,Chepen,100.0,95.0,99,313,261,135,12.2,38.8,32.3,16.7,205,352,162,88,25.4,43.6,20.1,10.9,130,234,319,125,16.0,29.0,39.5,15.5
130402,La Libertad,Chepen,Pacanga,100.0,99.0,46,144,80,37,15.1,46.9,25.9,12.1,80,153,46,29,25.9,49.6,15.1,9.5,60,78,125,45,19.6,25.3,40.5,14.6
130403,La Libertad,Chepen,Pueblo Nuevo,100.0,99.0,54,85,54,14,26.0,41.2,26.0,6.9,66,91,38,11,31.9,44.2,18.6,5.4,46,78,70,12,22.1,38.0,34.0,5.9
130501,La Libertad,Julcan,Julcan,100.0,96.0,101,78,13,7,50.5,39.2,6.7,3.5,114,63,14,7,57.5,31.8,7.1,3.5,74,61,54,10,37.4,30.4,27.1,5.1
130502,La Libertad,Julcan,Calamarca,100.0,97.2,48,50,6,2,45.0,47.2,5.8,2.0,60,37,6,3,56.6,34.7,5.8,2.9,50,33,20,3,47.3,31.3,18.5,2.9
130503,La Libertad,Julcan,Carabamba,100.0,100.0,58,51,11,2,47.5,41.8,9.1,1.6,67,45,7,4,54.7,36.4,5.7,3.3,38,50,29,6,30.9,40.7,23.6,4.9
130504,La Libertad,Julcan,Huaso,100.0,91.2,72,26,3,0,71.0,25.7,3.3,.0,68,32,2,0,67.0,31.1,2.0,.0,57,34,10,1,55.6,32.9,10.2,1.3
130601,La Libertad,Otuzco,Otuzco,100.0,98.9,89,182,121,48,20.2,41.3,27.6,11.0,104,180,90,66,23.6,40.8,20.5,15.0,79,136,159,65,18.0,31.0,36.2,14.8
130602,La Libertad,Otuzco,Agallpampa,100.0,93.3,49,78,33,3,30.2,47.8,19.9,2.1,40,91,22,11,24.6,55.3,13.6,6.5,49,49,56,11,29.7,29.6,34.2,6.5
130604,La Libertad,Otuzco,Charat,100.0,100.0,10,13,7,3,30.3,39.4,21.2,9.1,16,7,7,3,48.5,21.2,21.2,9.1,12,5,9,7,36.4,15.2,27.3,21.2
130605,La Libertad,Otuzco,Huaranchal,100.0,100.0,23,32,12,4,32.4,45.1,16.9,5.6,23,23,13,12,32.4,32.4,18.3,16.9,15,21,30,5,21.6,29.0,42.0,7.4
130606,La Libertad,Otuzco,La Cuesta,100.0,100.0,4,5,1,1,36.4,45.5,9.1,9.1,7,4,0,0,63.6,36.4,.0,.0,4,5,1,1,36.4,45.5,9.1,9.1
130608,La Libertad,Otuzco,Mache,100.0,94.5,12,24,12,7,22.3,43.3,21.0,13.4,16,29,4,6,28.6,52.0,8.0,11.4,8,24,13,9,15.3,44.3,23.4,17.0
130610,La Libertad,Otuzco,Paranday,100.0,90.0,2,6,2,0,22.2,55.6,22.2,.0,2,4,2,1,22.2,44.4,22.2,11.1,1,4,3,1,11.1,44.4,33.3,11.1
130611,La Libertad,Otuzco,Salpo,100.0,95.0,25,40,15,0,31.4,50.2,18.4,.0,37,35,5,2,46.6,44.3,6.6,2.5,21,37,17,4,26.4,46.4,21.8,5.4
130613,La Libertad,Otuzco,Sinsicap,100.0,98.8,88,62,15,0,53.1,37.7,9.3,.0,94,56,11,4,56.8,34.0,6.7,2.4,67,67,28,3,40.6,40.6,16.8,1.9
130614,La Libertad,Otuzco,Usquil,100.0,93.1,90,176,106,31,22.4,43.7,26.2,7.8,116,166,78,43,28.9,41.2,19.3,10.6,63,115,158,67,15.6,28.6,39.1,16.7
130701,La Libertad,Pacasmayo,San Pedro de Lloc,100.0,99.7,26,114,128,109,7.0,30.2,33.9,29.0,60,145,91,81,15.8,38.4,24.2,21.5,38,91,152,97,10.0,24.1,40.2,25.7
130702,La Libertad,Pacasmayo,Guadalupe,100.0,97.6,98,312,261,108,12.6,40.1,33.5,13.9,166,348,153,112,21.3,44.7,19.7,14.4,115,212,324,128,14.8,27.2,41.6,16.5
130703,La Libertad,Pacasmayo,Jequetepeque,100.0,100.0,7,23,14,13,12.3,40.4,24.6,22.8,8,21,13,15,14.0,36.8,22.8,26.3,4,15,27,11,7.0,26.3,47.4,19.3
130704,La Libertad,Pacasmayo,Pacasmayo,100.0,98.4,43,148,124,64,11.3,39.1,32.7,17.0,89,156,80,53,23.5,41.2,21.2,14.0,61,108,135,74,16.1,28.6,35.7,19.6
130705,La Libertad,Pacasmayo,San Jose,100.0,99.5,34,80,43,27,18.3,43.6,23.5,14.6,45,87,29,23,24.5,47.5,15.7,12.3,39,56,70,19,21.3,30.4,38.1,10.1
130801,La Libertad,Pataz,Tayabamba,100.0,92.6,140,142,44,11,41.5,42.0,13.2,3.3,161,135,20,20,47.9,40.0,6.1,6.0,121,96,89,31,36.0,28.4,26.3,9.3
130802,La Libertad,Pataz,Buldibuyo,100.0,89.3,21,27,21,6,27.8,35.7,28.5,8.1,31,26,11,7,41.0,35.1,14.2,9.7,20,23,24,8,27.0,30.3,31.4,11.3
130803,La Libertad,Pataz,Chillia,100.0,85.5,186,144,42,9,48.9,37.8,11.0,2.3,221,130,17,12,58.3,34.2,4.5,3.1,140,133,89,19,36.9,34.9,23.3,4.9
130804,La Libertad,Pataz,Huancaspata,100.0,97.2,78,56,10,1,53.5,38.6,7.2,.7,96,44,3,1,66.5,30.6,2.1,.8,56,53,30,6,38.5,36.5,20.7,4.3
130805,La Libertad,Pataz,Huaylillas,100.0,100.0,4,8,6,0,22.2,44.4,33.3,.0,6,11,1,0,33.3,61.1,5.6,.0,3,7,6,2,16.7,38.9,33.3,11.1
130806,La Libertad,Pataz,Huayo,100.0,95.1,29,44,8,1,35.4,53.7,9.8,1.2,41,34,7,0,50.3,40.9,8.8,.0,30,28,20,4,36.3,34.0,24.8,4.9
130807,La Libertad,Pataz,Ongon,100.0,100.0,12,15,6,0,36.4,45.5,18.2,.0,12,19,2,0,36.4,57.6,6.1,.0,7,15,8,3,21.2,45.5,24.2,9.1
130808,La Libertad,Pataz,Parcoy,100.0,92.3,129,161,72,14,34.2,42.8,19.1,3.8,201,138,28,10,53.4,36.6,7.4,2.6,106,132,106,32,28.2,35.2,28.1,8.5
130809,La Libertad,Pataz,Pataz,100.0,95.3,49,74,24,1,33.0,50.2,16.1,.7,79,59,6,4,53.6,39.6,4.1,2.7,55,52,35,7,36.9,35.0,23.4,4.7
130810,La Libertad,Pataz,Pias,100.0,92.6,0,18,6,2,.0,68.0,24.0,8.0,2,14,5,5,8.0,52.0,20.0,20.0,0,10,12,4,.0,37.5,45.8,16.7
130811,La Libertad,Pataz,Santiago de Challas,100.0,100.0,29,27,7,0,46.0,42.9,11.1,.0,28,23,8,4,44.4,36.5,12.7,6.3,27,23,8,5,42.9,36.5,12.7,7.9
130812,La Libertad,Pataz,Taurija,100.0,100.0,46,23,8,2,57.8,29.3,10.3,2.6,47,23,6,3,59.0,29.6,7.7,3.8,42,20,15,2,53.2,24.8,19.2,2.8
130813,La Libertad,Pataz,Urpay,100.0,95.8,27,38,6,1,37.6,52.4,8.5,1.5,44,24,3,1,61.0,33.2,4.4,1.5,25,33,8,5,35.3,46.1,11.5,7.1
130901,La Libertad,Sanchez Carrion,Huamachuco,100.0,98.7,340,532,324,104,26.1,41.0,24.9,8.0,425,529,220,126,32.7,40.7,16.9,9.7,309,402,452,137,23.8,30.9,34.8,10.5
130902,La Libertad,Sanchez Carrion,Chugay,100.0,91.6,246,130,36,5,59.1,31.1,8.6,1.2,267,121,26,3,64.1,29.0,6.2,.7,174,154,76,13,41.8,36.9,18.2,3.1
130903,La Libertad,Sanchez Carrion,Cochorco,100.0,94.6,120,72,13,0,58.6,35.3,6.2,.0,133,70,2,0,65.0,33.9,1.0,.0,92,80,31,2,45.1,39.0,14.9,1.0
130904,La Libertad,Sanchez Carrion,Curgos,100.0,97.7,73,77,21,0,42.7,44.8,12.5,.0,83,75,10,3,48.8,43.6,5.8,1.8,59,60,47,5,34.4,35.4,27.3,2.9
130905,La Libertad,Sanchez Carrion,Marcabal,100.0,94.0,169,80,14,3,63.4,30.2,5.3,1.1,143,100,16,7,53.6,37.8,5.9,2.7,123,95,41,7,46.4,35.6,15.4,2.6
130906,La Libertad,Sanchez Carrion,Sanagoran,100.0,93.5,155,77,10,3,63.1,31.5,4.2,1.2,139,84,14,8,56.6,34.2,5.9,3.3,119,90,29,7,48.6,36.9,11.6,2.9
130907,La Libertad,Sanchez Carrion,Sarin,100.0,93.0,99,75,9,2,53.3,40.6,5.0,1.1,99,61,14,10,53.7,33.0,7.8,5.5,67,79,34,5,36.3,42.6,18.3,2.8
130908,La Libertad,Sanchez Carrion,Sartimbamba,100.0,84.1,151,109,27,9,50.9,36.8,9.2,3.1,180,100,11,4,60.9,33.9,3.8,1.4,134,92,56,14,45.1,31.1,19.0,4.7
131001,La Libertad,Santiago de Chuco,Santiago de Chuco,100.0,95.2,162,171,78,23,37.2,39.4,18.0,5.4,200,164,53,18,46.0,37.8,12.2,4.0,140,139,119,37,32.2,32.0,27.4,8.5
131002,La Libertad,Santiago de Chuco,Angasmarca,100.0,96.2,53,59,14,4,40.8,45.6,10.4,3.2,68,50,8,4,52.0,38.4,6.4,3.2,40,52,31,7,30.4,40.0,24.0,5.6
131003,La Libertad,Santiago de Chuco,Cachicadan,100.0,96.9,65,42,21,2,50.2,32.1,16.0,1.6,73,46,6,4,56.4,35.7,4.7,3.3,61,34,24,11,47.2,25.8,18.2,8.8
131004,La Libertad,Santiago de Chuco,Mollebamba,100.0,89.7,8,23,4,3,20.1,60.1,11.5,8.2,9,20,9,1,23.1,51.3,22.9,2.7,7,14,17,2,16.8,34.8,42.9,5.5
131005,La Libertad,Santiago de Chuco,Mollepata,100.0,100.0,13,27,9,1,26.0,54.0,18.0,2.0,23,19,7,1,46.0,38.0,14.0,2.0,9,19,19,3,18.0,38.0,38.0,6.0
131006,La Libertad,Santiago de Chuco,Quiruvilca,100.0,89.4,100,123,34,6,38.1,46.7,13.0,2.3,118,113,24,9,44.9,42.7,9.2,3.2,67,119,68,9,25.6,45.2,25.7,3.6
131007,La Libertad,Santiago de Chuco,Santa Cruz de Chuca,100.0,100.0,25,17,8,3,47.2,32.1,15.1,5.7,26,18,4,5,49.1,34.0,7.5,9.4,21,17,10,5,39.6,32.1,18.9,9.4
131008,La Libertad,Santiago de Chuco,Sitabamba,100.0,94.5,40,40,10,1,44.3,43.9,10.6,1.2,55,33,3,0,60.1,36.4,3.5,.0,33,28,25,5,36.2,31.1,27.0,5.7
131101,La Libertad,Gran Chimu,Cascas,100.0,96.0,49,121,74,31,17.9,43.9,26.8,11.4,77,125,49,24,27.9,45.5,17.8,8.8,34,79,122,40,12.3,28.9,44.3,14.5
131102,La Libertad,Gran Chimu,Lucma,100.0,100.0,34,22,8,0,53.1,34.4,12.5,.0,33,22,8,1,51.6,34.4,12.5,1.6,28,19,16,1,44.5,29.4,24.5,1.6
131103,La Libertad,Gran Chimu,Marmot,100.0,88.9,5,9,5,0,25.2,49.6,25.2,.0,3,11,3,0,19.1,61.9,19.1,.0,2,6,7,2,12.2,33.9,41.7,12.2
131104,La Libertad,Gran Chimu,Sayapullo,100.0,95.0,37,45,12,5,37.3,45.3,12.3,5.1,36,46,13,6,35.7,45.5,12.7,6.0,23,32,37,8,23.1,32.1,36.6,8.2
131201,La Libertad,Viru,Viru,100.0,91.9,164,488,255,85,16.5,49.2,25.7,8.6,290,478,165,60,29.2,48.1,16.6,6.1,216,339,348,90,21.8,34.1,35.0,9.1
131202,La Libertad,Viru,Chao,100.0,95.2,72,235,123,52,14.9,48.8,25.6,10.7,149,232,61,40,31.0,48.1,12.6,8.3,84,149,190,59,17.4,30.8,39.5,12.3
131203,La Libertad,Viru,Guadalupito,100.0,100.0,4,19,12,1,11.1,52.8,33.3,2.8,9,16,9,2,25.0,44.4,25.0,5.6,2,12,18,4,5.6,33.3,50.0,11.1
140101,Lambayeque,Chiclayo,Chiclayo,100.0,97.1,585,2087,2281,1489,9.1,32.4,35.4,23.1,1310,2572,1412,1148,20.3,39.9,21.9,17.8,891,1538,2573,1439,13.8,23.9,39.9,22.3
140102,Lambayeque,Chiclayo,Chongoyape,100.0,95.4,70,169,91,17,20.2,48.7,26.1,5.0,130,150,43,26,37.2,43.0,12.5,7.3,89,114,109,35,25.7,32.7,31.5,10.1
140103,Lambayeque,Chiclayo,Eten,100.0,96.6,22,92,39,23,12.4,52.5,22.2,12.9,38,88,31,18,21.9,50.0,17.7,10.5,29,49,80,17,16.5,28.0,45.5,9.9
140104,Lambayeque,Chiclayo,Eten Puerto,100.0,100.0,3,7,3,3,18.8,43.8,18.8,18.8,5,7,4,0,31.3,43.8,25.0,.0,1,6,5,4,6.3,37.5,31.3,25.0
140105,Lambayeque,Chiclayo,Jose Leonardo Ortiz,100.0,95.6,342,934,690,321,14.9,40.9,30.2,14.0,677,935,402,273,29.6,40.9,17.6,11.9,509,655,799,324,22.3,28.6,34.9,14.2
140106,Lambayeque,Chiclayo,La Victoria,100.0,94.4,144,407,257,105,15.8,44.6,28.1,11.5,278,433,139,65,30.4,47.3,15.2,7.1,228,256,328,103,25.0,27.9,35.9,11.3
140107,Lambayeque,Chiclayo,Lagunas,100.0,96.5,43,90,24,15,25.0,52.3,13.8,8.9,82,71,13,6,47.6,41.0,7.8,3.6,44,61,50,17,25.6,35.6,29.1,9.7
140108,Lambayeque,Chiclayo,Monsefu,100.0,94.9,102,239,190,41,17.8,41.8,33.2,7.2,150,266,105,52,26.3,46.4,18.3,9.1,113,174,229,57,19.7,30.4,39.9,10.0
140109,Lambayeque,Chiclayo,Nueva Arica,100.0,100.0,6,14,7,2,20.7,48.3,24.1,6.9,14,12,2,1,48.3,41.4,6.9,3.4,7,11,10,1,24.1,37.9,34.5,3.4
140110,Lambayeque,Chiclayo,Oyotun,100.0,95.0,40,59,18,2,33.2,50.0,15.1,1.7,77,35,5,2,64.4,29.4,4.3,1.9,36,54,19,11,29.9,45.1,16.1,8.9
140111,Lambayeque,Chiclayo,Picsi,100.0,94.6,15,43,41,12,13.7,38.5,36.8,11.0,24,49,23,14,21.9,44.1,21.1,12.9,13,32,42,23,11.7,29.2,38.0,21.1
140112,Lambayeque,Chiclayo,Pimentel,100.0,97.9,23,143,210,140,4.4,27.8,40.7,27.1,60,173,140,142,11.6,33.6,27.3,27.5,53,101,199,162,10.3,19.6,38.7,31.4
140113,Lambayeque,Chiclayo,Reque,100.0,95.8,26,101,88,45,10.0,38.8,33.9,17.4,62,116,47,37,23.7,44.3,18.0,14.0,44,72,95,50,16.8,27.4,36.6,19.2
140114,Lambayeque,Chiclayo,Santa Rosa,100.0,96.6,31,73,38,7,21.0,49.1,25.2,4.8,30,69,38,11,20.2,46.5,25.8,7.6,27,57,49,16,18.2,38.0,32.8,11.0
140115,Lambayeque,Chiclayo,Saña,100.0,98.5,51,96,43,12,25.3,47.5,21.2,6.1,81,92,20,9,39.9,45.4,10.1,4.6,49,67,69,17,24.4,33.0,34.0,8.6
140116,Lambayeque,Chiclayo,Cayalti,100.0,98.0,38,104,44,12,19.2,52.6,22.4,5.9,79,86,27,5,39.9,43.7,13.8,2.7,40,79,64,15,20.3,40.0,32.2,7.5
140117,Lambayeque,Chiclayo,Patapo,100.0,98.1,68,163,109,37,18.1,43.3,28.9,9.8,107,167,58,44,28.5,44.4,15.5,11.7,70,118,148,40,18.5,31.4,39.5,10.6
140118,Lambayeque,Chiclayo,Pomalca,100.0,90.4,60,119,77,25,21.5,42.3,27.3,8.8,116,120,36,9,41.3,42.8,12.7,3.3,57,86,89,48,20.3,30.7,31.7,17.2
140119,Lambayeque,Chiclayo,Pucala,100.0,98.3,28,50,34,7,23.8,41.9,28.2,6.1,46,56,7,10,38.3,47.0,6.0,8.7,27,46,40,7,22.2,38.2,33.4,6.2
140120,Lambayeque,Chiclayo,Tuman,100.0,94.5,81,202,95,38,19.6,48.5,22.8,9.2,173,155,65,23,41.6,37.1,15.6,5.6,104,132,127,53,24.9,31.7,30.5,12.8
140201,Lambayeque,Ferreñafe,Ferreñafe,100.0,97.6,89,267,212,129,12.8,38.3,30.4,18.6,164,302,130,100,23.6,43.4,18.7,14.3,96,185,286,130,13.7,26.6,41.0,18.7
140202,Lambayeque,Ferreñafe,Cañaris,100.0,94.1,193,83,13,1,66.6,28.5,4.6,.3,203,68,15,4,69.9,23.5,5.3,1.4,132,81,29,6,53.2,32.8,11.7,2.4
140203,Lambayeque,Ferreñafe,Incahuasi,100.0,97.1,236,66,7,0,76.2,21.4,2.3,.0,237,67,5,1,76.4,21.5,1.7,.3,180,81,15,6,63.7,28.8,5.3,2.2
140204,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,100.0,100.0,4,19,8,0,12.9,61.3,25.8,.0,11,17,2,1,35.5,54.8,6.5,3.2,5,12,14,0,16.1,38.7,45.2,.0
140205,Lambayeque,Ferreñafe,Pitipo,100.0,99.0,86,206,87,24,21.4,51.1,21.5,6.0,120,187,62,34,29.8,46.4,15.3,8.5,88,114,154,49,21.7,28.2,37.9,12.2
140206,Lambayeque,Ferreñafe,Pueblo Nuevo,100.0,97.5,28,76,42,14,17.3,47.4,26.3,9.0,50,75,26,9,31.5,46.8,16.0,5.8,25,64,55,17,15.4,39.6,34.2,10.7
140301,Lambayeque,Lambayeque,Lambayeque,100.0,97.5,160,472,337,176,14.0,41.2,29.4,15.4,330,497,187,129,28.9,43.5,16.4,11.3,215,308,426,198,18.7,26.9,37.1,17.3
140302,Lambayeque,Lambayeque,Chochope,100.0,100.0,4,6,4,0,28.6,42.9,28.6,.0,6,7,1,0,42.9,50.0,7.1,.0,4,7,3,0,28.6,50.0,21.4,.0
140303,Lambayeque,Lambayeque,Illimo,100.0,99.3,85,142,43,11,30.1,50.5,15.4,3.9,121,126,28,6,43.0,44.8,10.0,2.2,46,120,88,28,16.3,42.8,31.2,9.8
140304,Lambayeque,Lambayeque,Jayanca,100.0,98.3,68,148,101,28,19.7,43.0,29.3,8.0,117,164,45,18,34.0,47.6,13.1,5.3,63,120,118,45,18.3,34.6,34.2,12.9
140305,Lambayeque,Lambayeque,Mochumi,100.0,97.3,81,153,83,16,24.3,46.0,25.0,4.7,115,127,65,25,34.7,38.2,19.6,7.5,90,110,116,22,26.6,32.5,34.4,6.5
140306,Lambayeque,Lambayeque,Morrope,100.0,98.9,310,377,110,20,37.9,46.1,13.5,2.5,339,379,75,25,41.5,46.3,9.1,3.1,246,308,230,38,29.9,37.5,28.0,4.6
140307,Lambayeque,Lambayeque,Motupe,100.0,96.1,160,264,104,33,28.5,47.1,18.6,5.9,261,234,47,19,46.6,41.8,8.3,3.3,138,199,175,52,24.5,35.3,31.0,9.2
140308,Lambayeque,Lambayeque,Olmos,100.0,98.1,220,353,154,24,29.3,47.0,20.5,3.2,303,331,91,25,40.4,44.1,12.1,3.4,199,264,251,60,25.7,34.1,32.4,7.8
140309,Lambayeque,Lambayeque,Pacora,100.0,97.7,48,56,23,6,36.3,41.9,17.1,4.7,46,64,17,6,34.9,48.1,12.4,4.7,31,49,39,15,23.4,36.3,29.0,11.3
140310,Lambayeque,Lambayeque,Salas,100.0,95.6,119,119,23,13,43.5,43.5,8.4,4.6,115,132,20,7,41.9,48.1,7.4,2.6,108,93,64,17,38.2,33.2,22.6,6.0
140311,Lambayeque,Lambayeque,San Jose,100.0,95.3,43,130,66,19,16.7,50.5,25.4,7.4,82,123,41,12,31.8,47.8,15.9,4.5,55,83,102,19,21.3,32.0,39.3,7.4
140312,Lambayeque,Lambayeque,Tucume,100.0,97.4,139,220,86,13,30.5,48.0,18.7,2.9,181,199,56,22,39.5,43.5,12.3,4.7,118,158,160,29,25.4,34.0,34.3,6.3
150101,Lima Metropolitana,Lima,Lima,98.9,96.6,373,1464,1854,1247,7.6,29.6,37.5,25.2,1017,2045,1072,804,20.6,41.4,21.7,16.3,720,1212,1945,1062,14.6,24.5,39.4,21.5
150102,Lima Metropolitana,Lima,Ancon,100.0,97.7,102,326,315,113,11.9,38.1,36.8,13.2,274,364,140,78,32.0,42.6,16.3,9.1,169,250,311,125,19.8,29.3,36.4,14.6
150103,Lima Metropolitana,Lima,Ate,100.0,95.6,885,3568,3252,1821,9.3,37.5,34.1,19.1,2021,3956,2017,1530,21.2,41.5,21.2,16.1,1538,2613,3635,1739,16.1,27.4,38.2,18.3
150104,Lima Metropolitana,Lima,Barranco,100.0,98.2,81,385,517,439,5.7,27.1,36.4,30.9,236,576,358,252,16.6,40.5,25.1,17.7,211,299,585,327,14.8,21.0,41.1,23.0
150105,Lima Metropolitana,Lima,Breña,100.0,96.3,105,549,784,640,5.0,26.4,37.7,30.8,348,803,515,410,16.8,38.7,24.8,19.8,222,396,830,630,10.7,19.0,40.0,30.3
150106,Lima Metropolitana,Lima,Carabayllo,100.0,96.3,545,1778,1495,702,12.1,39.3,33.1,15.5,1186,1999,827,509,26.2,44.2,18.3,11.3,861,1247,1744,668,19.1,27.6,38.6,14.8
150107,Lima Metropolitana,Lima,Chaclacayo,100.0,97.7,88,332,374,255,8.4,31.7,35.7,24.3,209,421,228,190,20.0,40.2,21.7,18.1,148,241,414,245,14.1,23.0,39.5,23.4
150108,Lima Metropolitana,Lima,Chorrillos,100.0,97.5,372,1762,2080,1355,6.7,31.6,37.4,24.3,1040,2318,1294,915,18.7,41.6,23.2,16.4,854,1309,2155,1251,15.3,23.5,38.7,22.5
150109,Lima Metropolitana,Lima,Cieneguilla,100.0,96.3,51,142,151,87,11.9,32.8,35.1,20.2,122,153,90,66,28.4,35.5,20.8,15.4,69,116,148,98,15.9,26.9,34.4,22.8
150110,Lima Metropolitana,Lima,Comas,100.0,96.3,826,3158,3134,1595,9.5,36.2,36.0,18.3,2108,3740,1774,1091,24.2,42.9,20.4,12.5,1508,2378,3300,1527,17.3,27.3,37.9,17.5
150111,Lima Metropolitana,Lima,El Agustino,100.0,94.2,269,829,689,352,12.6,38.7,32.2,16.5,549,970,372,248,25.7,45.3,17.4,11.6,447,604,772,316,20.9,28.2,36.1,14.8
150112,Lima Metropolitana,Lima,Independencia,100.0,95.3,271,1005,773,342,11.3,42.0,32.3,14.3,678,1042,442,228,28.4,43.6,18.5,9.5,506,732,857,295,21.2,30.6,35.9,12.3
150113,Lima Metropolitana,Lima,Jesus Maria,100.0,98.7,39,303,601,608,2.5,19.6,38.7,39.2,186,555,445,366,12.0,35.7,28.7,23.6,114,262,612,563,7.4,16.9,39.5,36.3
